ps_number,review_id,rating,title,content,author,date,verified_purchase
PS8688290,ed8be0122fde8ffc,5,exact replacement,With the model number of our GE fridge Was able to go right to a parts diagram and pick out the replacement for the self that broke. Shipping was timely and the part arrived in perfect condition. I will try them on other items in the future.,Chris M,"September 6, 2021",True
PS8688290,7b1bc4ef699634c7,5,Excellent Service,Excellent service - part was in stock - quick delivery as promised! Thank you!,James M,"August 9, 2019",True
PS8688290,f8b580f097e5c1d0,5,It was the correct part!,It was the correct part! Yeah!!!,Tim H,"September 5, 2020",True
PS4082627,0cc7d90c36a8856c,5,Very easy repair.,Part was brand new just like the original but less the crack that happened when I dropped it.,Terry P,"September 28, 2018",True
PS4082627,0e67b6777de0a926,5,Replacement Door Tray,Part was on back order and I was kept informed. Part arrived as scheduled and fit correctly to replace a cracked tray.,Richard G,"April 6, 2018",True
PS3417694,4ee86f9edec5511e,5,great service,"received part in only 2 days!was exactly what I ordered,packaged nicely,in perfect condition.Could`nt be happier!Would definitely order here again.",William G,"January 27, 2018",True
PS3417694,55b6f6d72f9a9e84,5,Exact replacement.,Thank you so much.,Darlene D,"March 10, 2018",True
PS3417694,f73daf6ca7922b6b,5,"Easy order, fast ship, worked as an OEM part should.....",PERFECT!,Jon L,"October 24, 2018",True
PS3417694,4010d45469cfc6f4,5,easy repair,seemed mailing time was extensive.,Allyn J,"August 4, 2018",True
PS3417694,bbe9a549b510cd1b,5,Perfect Part,This was the only place I could find this missing part at a reasonable price. Arrived quickly and undamaged. Perfect!,Vivi L,"July 16, 2021",True
PS299579,9034bce3b1404f92,5,I got the part I needed,Yes,Inga H,"December 17, 2018",True
PS299579,b278c2de14cb62d6,5,Easy Repair and It’s Fixed!!!,I just received the part and have installed them!! I am very pleased!! Thanks for the magnet. I have it in the refrigerator.,Barbara R,"November 18, 2021",True
PS299579,ab66874958f6ab46,5,Perfect fit,Part was exactly what I needed and came fast. Thanks.,Stephen K,"February 23, 2021",True
PS299579,f473d9d89f66a978,3,Wrong door,The part was for freezer door. I needec one for refrigerator door,Veronica U,"March 17, 2018",True
PS299579,c94d257c834238c0,1,Wrong Part,"This is my third try to return--part is the wrong size--I need a larger end cap for my GE fridge, Please send info for return and change your on hold music,",Phyllis Z,"January 10, 2019",True
PS299579,47f7a6f0566b75e9,1,Shelf cap for lower rack.,I received the shelf cap for the upper and I needed the lower. They are two different parts.,Craig N,"September 26, 2018",True
PS298758,4b11b8fd7c944a07,5,Easy to order the correct parts,So happy to have my refrigerator back in good order.,Colleen R T,"May 15, 2020",True
PS298758,d33d932970438d9c,5,Easy repair. just as expected,The end caps for the door shelves were easy yo replace and the new parts seem to fit better than the old ones. We were pleased to be able to purchase replacement parts like this. Thank you,Catherine O,"February 12, 2019",True
PS298758,89e540e0710c2a1d,1,wrong part,unable to find the right part,Debrah S,"September 21, 2018",True
PS12349375,e3738cb4fd9101b8,5,Too expensive,Part was fine and correct. But the cost was outrageous for a small piece of plastic that will probably break again.,Jeff S,"May 2, 2018",True
PS12741751,c10695ad0b978239,5,The right Parr for the repair,"On the morning of July 3rd, as I opened the refrigerator door of my 2 year old Whirlpool side-by-side the door came off as the pin in the hinge popped out. I was able to pop the pin in but it kept popping out. So I called Parts Select. The representative did a great job of choosing the correct part. And I paid an extra shipping fee but the part still took 2 weeks to arrive at my door. Then I found that I needed special tools to install the part. Meanwhile thevpin kept popping out. So I had to hold the pin down with my right hand as I opened or closed the door with my right hand. Of my 2 year-old fridge. Then I spent an hour at my Local Lowes where I had purchased the fridge to replace my 5 year old Samsung. In June 2023bi bought an extended warranty but the salesperson had not provided the paperwork with my warranty number and I didn't notice until I needed this part installed. So I finally had the part that I bought and a date for the part to be installed. And the repair person told me that they have to replace these hinges all the time. So Parts Select dud a great job. But the shipping company wasn't worth the extra cost. And it appears that Whirlpool appliances are no longer reliable no matter how much they cost. I recommend Parts Select when you need something. They are great.",Pam W,"August 4, 2023",True
PS16662677,9993a089709ef456,5,Great part,This was an easy fix,Rhonda G,"November 10, 2024",True
PS7786020,eae41f86904de135,5,Door basket for LG refrigerator,"Everything was great from ordering, delivery & being exactly fly right size for our refrigerator",Susan M,"February 20, 2025",True
PS7786020,0cf982d31b4390e7,5,Very good,"There are 6 baskets at first. After adding 2 ones, there becomes more room for short condiments bottles.",Eunhye K,"September 21, 2018",True
PS7786020,b6a854827a859685,5,Part was an exact drop in,Perfect,Len G,"January 12, 2023",True
PS7786020,0b480f759711ab16,5,Easy install and fast delivery,I ordered a couple of bins for my LG fridge. They came in a few days!! And super easy to install!!,Kim L,"September 20, 2019",True
PS7786020,d28db8a6dc7dee8a,5,Love the site- made it so easy to order a part,Perfect,Gonzalez P,"October 23, 2018",True
PS7786020,3aa515a4f4090ff7,5,Door basket- perfect fit,Exactly what we ordered and it fit perfectly !,Kelley M,"October 22, 2018",True
PS7786020,1ac8cc8860649f51,5,Replacement,The item was a perfect fit,Henry W,"March 30, 2018",True
PS7786020,f09668115454e737,5,Door drawer replacement,Part came quickly and in perfect condition. Door looks like new,Linda C,"June 19, 2018",True
PS7786020,d08c5151384f6f91,5,Door basket,It was a perfect replacement part. I am very happy with this purchase.,Pamela W,"April 16, 2023",True
PS7786020,22e7fd74206e297c,5,Exact replacement,This was an exact replacement. Easy removal and install. Fast and friendly transaction and shipment.,Amanda P,"August 24, 2022",True
PS11711633,ed40fc40435eff9c,5,Great service,"It was great to find the part we needed. Good price, came quickly and great service.",Teresa R,"March 7, 2024",True
PS11711633,3c01a088a88fa50a,5,Quick and easy to order!,"The part was exactly what I needed, and arrived within a few days. I was really impressed.",Candace M,"May 29, 2019",True
PS11711633,0129127b3f73f31c,5,Refrigerator part arrived quickly,Arrived so fast and easy to install so back to normal function without missing a beat!,John Y,"February 6, 2019",True
PS11711633,58cdee1eec0894b7,5,Great customer service!,"First part was warped and the cover would not close properly. Customer service answered the phone quickly and reordered my part which I received that week. This part fit perfectly. The return of the defective part was easy, and although I would have liked it if the first part was perfect , I realize that life is not always perfect. I am very happy that my experience with this company. . Thank-you!",Diana R,"December 4, 2021",True
PS11711633,3dc01a9ebcf2e238,5,Very easy repair,Delivered in good condition and it was quick,Lisa H,"December 17, 2021",True
PS11711633,ec7a0d4c1c14f60d,5,"Fits perfectly, works like the original",The part fits and works just like the original. Received it quickly.,James R,"November 26, 2020",True
PS11711633,676fce43acc8af9f,5,Perfect,Easy to install. Fast shipping.,Shari W,"July 20, 2023",True
PS11711633,63e6295ea0a709e1,5,didn't receive part.,"If this is regarding the wagner diaphragm, I never received it.",Douglas M,"October 16, 2020",True
PS11711633,b99fef0b2a44a3ae,5,Super easy,Spoke to customer service to make sure I was ordering the correct part. Shipped shortly after and delivered in under a week.,Kelly P,"May 30, 2025",True
PS11711633,743e7e77a8f220cf,5,Easy fix,Always an easy solution to find replacement parts. Quick delivery. Thank you.,DAWN B,"May 23, 2024",True
PS3637058,3e10de999bfe6829,5,Just what we needed!,The part arrived quickly and is exactly what we needed!,Roxanne F,"January 6, 2023",True
PS3637058,3959485421f7e222,5,Perfect part,"When I called about a new part, a friendly girl helped me figure out what I needed. Easy to order and arrived within the time frame I was given.",Connie O,"April 10, 2020",True
PS3637058,547ce150a11bb535,5,Perfect part,"The part was in great condition, easy to install. Very satisfied",Linda M,"September 24, 2022",True
PS3637058,732b5d9b9ebb8acc,5,Great Basket,Basket arrived and box was intact. The draw fit perfect just like the original. Will buy again.,STEPHEN K,"September 10, 2019",True
PS3637058,5231469f6e3df1c9,5,Three times a charm!,"After being sent two wrong parts, I was finally able to speak to someone with good knowledge of the part requested. He was professional, kind, and knowledgeable. The part arrived exactly on the day he told me. Kudos!",Susan G,"June 14, 2019",True
PS3637058,618919dbf2cfdfe0,5,"part as ordered, easy to replace","This was the exact part I needed, the representative helped me get the right part, door basket as there are several different ones on my refrigerator door. I arrived quickly and was as expected. Thank you!",Susan J,"November 14, 2019",True
PS3637058,75989549a5e5d582,5,Fridge part,Part arrived and worked as expected. Sales rep on phone helped identify the correct part.,Justin L,"June 24, 2021",True
PS3637058,62a6ecd88a10dc43,5,Perfect match,"It was the exact match to the original bottom door bin. FYI, this is the bin that will hold 2 gallons of milk.",MATTHEW L,"May 18, 2019",True
PS3637058,2c18bd85873b3eca,5,Fridge replacement side door basket.,The item was just as described. Shipped quickly. Thanks,Kerri W,"May 22, 2019",True
PS3637058,2e95a43e4cdfaef2,5,Exactly matches the one that came with the refrigerator!,"Quick deliver and packaged well! If I need to purchase additional parts, will order from this company again.",Sylvia B,"November 27, 2018",True
PS12374439,c42a9f1da870ec44,5,Get er Done,My part work’s great,Gene B,"November 5, 2021",True
PS12374439,164a174dc874b6b0,5,Great response and communication,"Easy fix- 5 minutes. Part was exactly what ordered, delivered as promised",Jeffrey S,"February 3, 2021",True
PS12374439,0db64cb6b56b728a,5,Repair complete,Part was a little different from original but went right on,JAMES M,"August 4, 2021",True
PS12374439,a7fe144d759ff5b3,5,"Easy repair, perfect fit",Received new part less than a day after ordering. This was too easy!,CLARICE M,"August 11, 2021",True
PS12374439,8188862e8ac9370a,5,Rapid door repair!,Purchased the replacement part. Removed 2 screws and disconnected the wire clip. Connected the new one…put back the screws…done in less than 5 minutes! All good! Easy transaction and the product arrived on time and as described.,Stephen J,"December 15, 2022",True
PS12374439,4ca0cb55b1bd4f31,5,Easy repair,I repaired my fridge myself using this part. Works perfect and saved lots of money doing it myself.,Arlene L,"August 15, 2021",True
PS12374439,b9cd32260618fe9a,5,Easy repair!,The part came fast and took 10 minutes to replace!!,Michael B,"July 28, 2021",True
PS12374439,72ba3e0cbf327a77,5,Easy repair,The party was received and I was able to install the party in a minutes time. Can't imagine how much it would have cost if I hired a repairman!,Kirk J,"November 20, 2021",True
PS12374439,9d60e42cc31f3f53,5,As hoped for..........,"This part fit perfectly and took 5 minutes to install. So far, just great.",Daniel G,"August 22, 2021",True
PS12374439,c379a45f2db2920c,5,Frig,Perfect! Better than original!,Robert U,"February 18, 2021",True
PS16662680,b5f4849507034204,5,Worked as expected,Part was good.,Charles E Smith J,"July 17, 2024",True
PS16662680,e1032ee295f00479,5,Easy repair,Just spilled right in!,Ashley B,"August 24, 2023",True
PS16662680,70cf3ca8ddde3686,5,Perfect fit,"The bin was package well, arrived fast, would buy from this seller again if needed.",Treasure W,"November 2, 2023",True
PS16222687,d7dcd2c87d78d0a7,5,Quick change...,Part was OEM as listed. No issues.,Donald K,"March 24, 2021",True
PS16222687,9bb48159cf1ab5bd,5,Great Part,The part was a perfect replacement.,Gary J,"March 21, 2024",True
PS16222687,b2ce3b9a3d89dbc9,4,Easy install,Easy to install and working well,David V,"August 23, 2024",True
PS16222687,a630e1d7d73121f3,3,Quality part - price is kinda high.,"The filter was nice quality, but there’s not much to it. The price is much too high.",Tim A,"July 5, 2024",True
PS16222687,d7102a938f4ff497,3,Air filter,"Great works as planned , just no image",Will P,"April 16, 2022",True
PS12724834,14a0b049444bc9b8,5,Easy repair,The part is working well,Keith Y,"March 14, 2020",True
PS12724834,a497da5340de35c7,5,Received new part. Working good,"Yes, it is in good condition. Working perfect.",Robert S,"January 26, 2024",True
PS7786023,b7f35b40f8d0219b,5,shelf for side door,"The part arrived quickly and my wife replaced the old one, very pleased",Michael N,"March 11, 2019",True
PS7786023,df04f9a9d5e39bc0,5,LG FRENCH DOORS,Perfect fit for right door lower bin,Willa S,"November 17, 2024",True
PS7786023,92a4f61af9a85ed9,5,Great,Fit perfectly,James I,"January 18, 2020",True
PS7786023,b70fc25f4d76ac6e,5,Door shelf,The parts came promptly and were an exact match they fit perfectly. This is where I will buy my parts for my appliances.,Angel R,"March 7, 2020",True
PS7786023,5b47e7b68ce9ec3e,5,Perfect fit; reasonable price!,Had cracked one of these door shelves. This fit perfectly!,June P,"October 15, 2022",True
PS7786023,ad9b50c0e334fd8c,5,LG PARTS,Item was as ordered and arrived very fast!,Freddie D,"May 13, 2019",True
PS7786023,8a9cee30cdf17401,5,Door shelf bin,"Part fits great and was just what I needed. However, the delivery could have been better. It took 2 days to go from Minnesota to NY and a day later was in CT about an hour and a half away from me. Then it took 5 days to get delivered! It was scanned 4 times in the same location. You guys blamed FedEx and FedEx blamed you. I hope I don't need any more parts.",CHARLES C,"August 10, 2019",True
PS7786023,4de93fdaaeacf6c2,5,Easy Repair. Great part.,The part came fast and was in perfect condition.,Tim C,"August 10, 2019",True
PS7786023,28f82a712ba5ab08,5,Fridge shef,Came fast. Fit well. Easy peasy!,Vickii K,"November 8, 2020",True
PS7786023,b53eb0497f204653,5,Great service,Right part. Fast service. Back on track with my fridge.,Dan M,"October 21, 2022",True
PS7794186,ef0b44274a445341,5,Fast shipping,"Shipping of this part was amazingly fast. The part fit perfectly, was reasonably priced and looks beautiful in my Food truck refrigerator. Thanks so much!",Laura V,"September 14, 2024",True
PS7794186,dfb3abe6174d69b9,5,"Easy Repair, simple replacement",The plastic tray holding milk in our fridge door had cracked. It was duck soup to replace it with a new one.,Erich E,"August 25, 2018",True
PS7794186,87deda61ae3b7070,5,Easy Repair,The part was here quickly. It was the one I needed. It was easy to slip into the door. I would recommend this company.,Tina K,"September 23, 2022",True
PS7794186,492cf27213cb90e9,5,Awesome!,Awesome!,Sean C,"January 20, 2021",True
PS7794186,fa492c8d5f32c154,5,Part worked,This was exactly like the one that broke. Snapped right in.,Brenda T. A,"January 28, 2021",True
PS7794186,50b455cced0654c8,5,Item as described,Looks perfect fits perfect. Exactly what I needed,Philip C,"June 19, 2018",True
PS7794186,78da20df211bdf76,5,Easy,Part fit perfectly and was simple to install!,Tom H,"March 7, 2020",True
PS7794186,0020b167c277c8de,5,Larger shelf,These were the larger shelves there’s two of them that are identical and clear. This is not the smaller shelf on the bottom it worked out perfect are the ones I needed,Eddie A,"October 28, 2020",True
PS7794186,84ed317827e77b33,5,Door shelf bin,Very satisfied!,Kathleen M,"December 16, 2022",True
PS7794186,8b24492f8b8c8b88,5,Good transaction,The part came in on time and fit in the refrigerator with no problem.,John R,"November 27, 2018",True
PS3529268,626344e272f07a4a,5,very easy repair- 3 minutes total.,"exact replacement in excellent condition, new in package. Delivery time was as promised and the part literally took 3 minutes to install. Thank you.",Roxann M,"February 9, 2018",True
PS3529268,3db1d129bad3d471,5,Worked well,Fairly easy to install,Shirley H,"March 14, 2020",True
PS3529268,42962c11348a7137,5,perfect,"Identical part, easy to replace, worked perfectly",Linda L,"September 11, 2019",True
PS3529268,0e3833bc1984f2a9,5,Part was just what I needed,The part was just like the one that went bad and was easy to replace. Works great !,Stephen K K,"September 7, 2019",True
PS3529268,e5406b960d838a39,5,EASY REPAIR,ONLY TOOK ABOUT 15 MINUTES TO FIX-WORKS AS NEW.,NOBLE S,"February 16, 2018",True
PS3529268,be1c5f095ecc45ce,5,New light switch,Replacement switch fit perfectly and it only took about two minutes to install.,Steven S,"January 20, 2021",True
PS3529268,b0c9925659689c8f,5,Easy Replacement,"Getting the old part out was a bear, but installing the new part was a snap! So nice having a light in my refrigerator again! Quick Delivery, too!!",Cathy N,"February 21, 2018",True
PS3529268,5b91a6870745fa1c,5,new Light switch,The part arrived quickly and worked great. Taking the old switch out was a bit difficult but installing new switch was easy.,Karyn C,"November 26, 2019",True
PS3529268,967ad5a97ec846e6,5,REF DOOR SWITCH,EXCELLENT PRODUCT SIMPLE TO INSTALL,DAVID E,"April 17, 2020",True
PS3529268,3fcc41737d4796d8,5,Works great!,"East to install, and our on and off flickering fridge light is back to normal.",Brian M,"April 16, 2020",True
PS4173985,0a7b521949955c15,5,easy repair and work as expected,New part and fits OK,Francisco C,"December 10, 2019",True
PS4173985,268a2609cb9f756a,5,Perfect match!,"This fridge bin is an exact duplicate of the one that started to crack after 9 hard years of service. Bin arrived quickly, well packaged, and clearly brand new. Couldn't be happier.",Daniel T,"June 26, 2018",True
PS4173985,e0241ef9bb3d5c1c,5,V,Happy with the company and service,Vera E,"December 12, 2019",True
PS4173985,5583caaf89b893ec,5,"Perfect match, easy repair",The part was a perfect match with reasonable shipping cost and time. Exceeded my expectations. Thank you!,Paul M,"April 25, 2018",True
PS4173985,22eb23958f42bbfa,5,"Fit perfect, packed well, arrived quickly","Brand new part, was able to track shipment, fit my Samsung fridge perfect",MELINDA G,"October 1, 2021",True
PS4173985,9eda376b6d6ecfcc,5,PartSelect will help you solve your problem,"The part I ordered was the right one for my refrigerator, was in perfect condition and easy to install. I truly appreciate the help I received from the Part Select associate in helping me figure out the correct part to order. I almost cannot emphasize this enough: When you need a broken part on your appliance replaced, it is not not not an easy task to figure out which part to order. This company gets my highest regard and praise for service. Thank you!",Martha S,"April 7, 2023",True
PS4173985,dab026d0bc951326,5,Door bin replacement,The part was delivered very fast. It was a perfect fit and I’m very satisfied with the part and the service from PartSelect.,Sherri M,"October 11, 2020",True
PS4173985,5389597de2cbf151,5,Quick easy replacement,The part came quickly and in great condition,Theresa A,"July 29, 2020",True
PS4173985,bf903fd1928e9113,5,Reliable,Fast courteous service!!!!!,Doug H,"July 25, 2018",True
PS4173985,5839d36fac5f565a,3,Fridge shelf,The part was fine. It took wayyyyyyy too long to receive it. I realize Samsung must have been out of the part but really 2 months?????,David E,"March 25, 2018",True
PS11752673,65e71a9069ff962e,5,Thanks again,Thanks again,Martin R,"September 18, 2019",True
PS11752673,fc45727a006278ab,5,Simple repair,Quick in receiving part. Packed well. No damage and simple to install,Ed R,"March 13, 2018",True
PS11752673,8d103c142b11b538,5,Dairy door replacement,Was so excited to receive this replacement! Company kept me updated on my backorder. The fridge looks great again with the new cover.,Linda S,"January 2, 2021",True
PS11752673,a2306286c66d8b75,5,Part was just what I expected,Part was just what I expected and made very well,Richard T,"June 9, 2019",True
PS11752673,a6b8ce8fd8839094,5,Dairy door window,"It was a little tense trying to install it, I was worried it would break. I was able to get it installed and it is great to not have the butter fall out.",Linda L,"June 2, 2020",True
PS11752673,3ed62eaa351703ed,4,Great!,Fast service. Fit perfectly!,Jane L,"November 23, 2019",True
PS12348487,ffedf79f9b142341,5,Very easy repair!,"Great service, right part, easy repair!",William Z,"November 27, 2019",True
PS12348487,7239623fff0ffedf,5,Easy Repair - Fit Perfectly,The part was delivered fast. I was able to replace the old with the new and now the fridge door is closing properly.,Byanca D,"February 22, 2024",True
PS12348487,b440b1c6554a0bc1,4,Rail mullion replacement,For exact. Clips and holes lined up,Michael B,"March 21, 2020",True
PS11755867,b30bfcd455031ca4,5,Easy to install,Part came fast and was easy to install. No we have light!!!,Duane W,"June 19, 2019",True
PS11755867,ad8a1ed482791d9f,5,Easy fix!,"True plug n play. Open package, connected two plugs. Snapped into place. Done. 5 minutes saved me $300 service call and part mark up by company.",William M,"April 7, 2021",True
PS11755867,8677f07b1c9b8f8e,5,Light review,It worked well,Craig A W,"January 20, 2023",True
PS11755867,56b091ec29209f0f,5,easy repair,part worked perfectly,Patrick Z,"September 1, 2021",True
PS11755867,2ea8502c92309f38,5,Flashing light in refridgerator,The part arrived quickly and in perfect condition. It was an easy and quick replacement of the light fixture. The old one was already removed. Everything worked.,Scott L,"September 29, 2021",True
PS11755867,ebd37966c2dc8c3f,5,Easy Fix,"I watched the DIY from YouTube on how to replace this and followed it. It worked! The other 2 control board - 1 in the middle and 1 in the freezer lighted back on. The DIY did mention that normally, just need to replace the top control board, then the other 2 - one in the middle and one in freezer will be fixed. but sometimes, need to replace the other 2 as well. So, for me, this worked for 2 weeks, all 3 control boards were on, I was very happy, and then it died, light was off for all 3. I wonder if I need to have the other 2 replaced as well.",Melanie S,"January 9, 2023",True
PS11755867,5212e599d1e57bab,5,easy repair - You Tube video shows step by step,be certain you check with the handy chart provided on the PartSelect site to verify the part will fit your specific refrigerator. there are other sites that advertise a similar part but does not fit the model 106.5113. The parts on this site may cost a little more but for older model refrigerators being able to check that the part will fit is great. for the model 106.5113 yo can order by model # or part # and PartSelect give you the correct part that fits. Takes less than 15 minutes to install the part.,Theresa B,"February 26, 2019",True
PS11755867,cced5aa44131add7,5,Easy install,Part was just what I needed. Easy instructions to remove and install new one.,Patricia D,"August 19, 2021",True
PS11755867,407f4948914bbdb2,5,worked as expected,"Easy to change out, works great",ROBERT B,"February 19, 2020",True
PS11755867,aef7b255757acb6c,5,Great repair part,"Right part that I ordered and was delivered in a timely manner. Repair was quick and easy, thanks",Jackgrimes,"October 17, 2019",True
PS12742563,b29bf4fc868c183f,5,Quick replacement,Replacement for a damaged shelf in our fridge. Fast shipping and very happy.,Linda C,"May 31, 2025",True
PS12742563,eb14f2b3ef625ad8,5,Worked well,Worked on our refrigerator door. Fit well.,Patricia K,"January 30, 2025",True
PS12742563,31c136f03695e199,5,Replacement part,The fridge basket was the exact one that we needed for our fridge. Easy order and quick delivery!,Michelle M,"April 25, 2024",True
PS11700735,454f760a61c59152,5,"Perfect fit, good price","Got it quickly and it was perfect, will use you again if I need to",Julianne E,"January 22, 2019",True
PS11700735,6514972363826f3f,5,Quick fix,It cost more than I expected but it was exactly what I needed to replace the broken basket. Now my fridge is perfect again,Kiauba W,"May 14, 2019",True
PS11700735,67e9a9c25272af9e,5,Simple installation,"My refrigerator door bin arrived within several days after I ordered it. It was in brand new condition. It slipped right into its proper spot in the door, where it replaced the broken plastic base---broken due, I'm sure, to our prior overpacking of the bin. The new part is now doing what it is designed to do, i.e. hold bottles of salad dressing, cocktail sauce, jelly jars, etc.",Donald M,"October 9, 2022",True
PS11700735,5b25e3584b22d665,5,Perfect Part,The door bin we received fit perfectly and was sent quickly. I would definitely buy from them again.,Michelle M,"August 13, 2020",True
PS11700735,f3592bed200a2bbd,5,Remove old broken and installed new,Part was and exact replacement. Took less than a minute to replace.,Ray R,"August 24, 2021",True
PS11700735,ca479066c259fb0c,5,Perfect replacement,"The replacement basket assembly for my fridge came quickly, fit perfectly, and was an exact replacement for the broken part.",Elizabeth H,"June 11, 2019",True
PS11700735,accb263ac85c6af8,5,Great part,The refrigerator door bin was in perfect shape and fit just right,Whitney G,"June 11, 2020",True
PS11700735,9937420e929c6d78,5,Frig door bin,The bin fit perfectly and I fit it quickly!,Mary H,"March 7, 2021",True
PS11700735,109ddd93a366818a,5,Worked,Like original equip.,Jerome F,"May 19, 2022",True
PS11700735,f80620dd09b98dc8,5,Exact part,"Replacement part perfit fit and delevery was quick, thank you partselect",Michael P,"June 26, 2020",True
PS7788910,ad711da79fc28564,5,Replacement Shelf,"Exact fit, timely delivery, no downtime.",Delano T,"September 19, 2020",True
PS7786027,13893b920927a563,5,Factory match,Factory part-easy fix,Mike C,"July 7, 2018",True
PS7786027,e40013bdeb196e75,5,Refrigerator shelf,Broke the original.. Replaced it with this new one. Fits perfect!,William S,"May 14, 2019",True
PS7786027,f54f353ff8d031d6,5,LG refrigerator door basket received and installed;,"It was Initially very hard to discern from the tiny schematic shown online, which basket was the one needed to replace the one that came on my LG refrigerator door, so in conclusion with the agent online, we tried one. It turned out to be the wrong one for that place, but when I called and talked to the sellers, they were able to find the correct one, and ship it, as well as sending me a return address label and I was able to return the first part with no cost to myself. I am happy to have the requisite number of door shelves to accommodate the small condiments etc. which I keep in the fridge.",Nancy T,"March 26, 2019",True
PS7786027,1222e96902a0dce9,5,Perfect all aspects,Exactly what I needed,Larry M,"August 8, 2020",True
PS7786027,0b47301a46f338b1,5,Perfect fit!,Great replacement for original part.,Joe W,"July 14, 2023",True
PS7786027,9f09367feeb81751,5,Easy to order,I ordered a shelf for the door. Contacted customer service snd they returned my call snd advised me which shelf to order. I had great quick service.,Betty D,"January 1, 2022",True
PS7786027,3fc5ee8fdef468a4,5,Works great,Received the replacement selves for the doors,Kelly B,"March 31, 2021",True
PS7786027,897e4a418436a940,1,Refrigerator door tray,You assured me that the part I ordered would fit but it did not.,Norm M,"August 30, 2019",True
PS10065045,a63b27594f96e850,5,Perfect fit,"Part arrived in excellent condition. Easy install- we know how we broke the other, so we knew what not to d. Thanks.",Dianne W,"October 6, 2021",True
PS10065045,1c48fbd2556ce628,5,Fast delivery,My part arrived much sooner than I expected and the part was perfect and popped right in its place. Even though my refrigerator was a Kenmore made by LG they were able to get the correct part and for less money!,Michael S,"January 16, 2019",True
PS10065045,20a11165510dc318,5,Replaced a Broken Drawer Cover,The part arrived quicker than we thought it would. Very safely and carefully packed. It was very simple to install. We are extremely pleased with this company and service!,Jack K,"December 17, 2018",True
PS10065045,72d34e898c0cf65d,5,New pantry tray door went together easily,Could kick myself for dropping the whole pantry drawer on the floor as I was cleaning out the fridge! The lid to the pantry drawer came fairly quickly and installed easily.,Theresa B,"December 6, 2022",True
PS10065045,af5eb446e7a60d70,5,Easy fix,"Luckily, this is a part that you ""pop"" out the old and ""pop"" in the new. The hinges had broken on the original, so only one hinge was left to unhook. I do recommend taking the drawer out from underneath before replacing the new part and then putting the drawer back in when you're done.",Taylor W,"February 5, 2019",True
PS10065045,929a9bed62737e9e,5,Quick service,Part fit perfectly. Shipped quickly. Would not hesitate to reccomend and/or order parts from this company again.,Barbara S,"May 21, 2020",True
PS10065045,572b21b8d1080cce,5,Easy fix,Arrived promptly and was a perfect fit. Thanks for a great job.,Daryl B,"May 15, 2021",True
PS10065045,31c87bce69b8923c,4,Parts,First part ordered arrived already broken. The second Part ordered was great,Kelly F,"July 9, 2023",True
PS10065045,dfce99fa94ee4a11,4,"Right part, decent price",These guys were fast and reliable. Got the right part in a good amount of time.,Bo H,"October 1, 2021",True
PS10065045,7bd6dc9ffa2d3594,4,It works,"It fits, and it works, but it does not slide as smoothly as the original. I had to put a label on it to alert users to open it slowly. Hopefully, it will not crack! I did appreciate the timely filling and shipment of the order.",Jennifer B,"January 4, 2024",True
PS11740412,9762d06db41bb1c0,5,Easy repair,The part worked great.,Dianna E,"December 11, 2018",True
PS11740412,e664c54b6054b7e6,5,"Quick repair, Quality parts, Quick delivery",I was not 100% sure the parts I ordered would fix my problem. The common issues and typical bad part recommendation is a real help. I received my parts in an expedited manor installed them in no time and my refrigerator has been running perfect. $100 on parts and shipping saved me from a +$300 repair bill if not a full replacement. Thank you PartSelect,Victor H,"March 15, 2018",True
PS11740412,a1bd267d77939d57,5,Worked perfectly,"Part arrived, plugged it in, fridge is working perfectly",Jim F,"June 19, 2018",True
PS963198,9989fbe03ef2daf9,5,REFRIGERATOR PARTS.,Very easy to order the right part. Came quick and was easy to install. Price was very good too. I will definitely give them a big thumbs up! Thank you Partselect.!,Colleen R,"December 30, 2020",True
PS963198,dc0da4b7fa021219,5,"Easy repair, part did what I needed it to do.",The meat drawer now operates as intended.,Michael M,"May 1, 2020",True
PS963200,d6037adc855c0ec9,5,Set screwed,The part worked perfectly,Adam C,"November 28, 2018",True
PS963200,291088b123778e8d,5,Great,Went great,Joann P,"July 6, 2021",True
PS963200,e5990d5cd62b73da,4,So simple,It was a set screw. Right size and wasn't stripped,Robert Q,"September 6, 2018",True
PS963200,0abfce454148e541,1,Set Screw for Refrigerator Door,The part came quickly but it was the wrong part.,Patricia W,"July 26, 2019",True
PS773826,18ffe37c7c49bd9e,5,"Easy repair, great part","Fast shipping on part, good price and Frig is back up and cooling again. I'll always order from PartSelect",Thomas H,"February 20, 2018",True
PS773826,19b299c32c740d9f,5,Easy ordering and friendly staff,It was easy to find the part I needed. I just wish that the OEM part numbers were referenced in the description. I also wish that such small parts could be sent to PO boxes.,Stephen T,"October 13, 2019",True
PS773826,203da2cb07246318,5,Easy repair; good parts,The parts were exactly what i needed and it was an easy repair and the refrigerator is up and running - no problem,James M,"September 2, 2020",True
PS773826,01b3c274a21479f2,1,That was the wrong part,part not rite,Mike D,"January 12, 2019",True
PS12295440,b5c31a4930bd422e,3,Your service sucks,"On September 5,2018 I ordered 8 parts for the door hinges for a refrigerator as of October 13 I have not yet received 2 of the parts ordered middle hinge ps11721890 and bottom pin ps12295811 this is unacceptable",Robert M,"October 15, 2018",True
