ps_number,part_name,part_type,manufacturer_part_number,part_manufacturer,part_price,part_description,install_difficulty,install_time,install_video_url,part_url,average_rating,num_reviews,appliance_type,brand,manufactured_for,availability,replaces_parts
PS976770,Door Bin 241511706,Door Shelf,241511706,Frigidaire,55.6500,,,,,https://www.partselect.com/PS976770-Frigidaire-241511706-Door-Bin.htm?SourceCode=18,5,1,refrigerator,Frigidaire,"Kenmore, Frigidaire, Westinghouse",Special Order,"AP3769360, 1056500"
PS3490480,Freezer Drawer Handle Screw - #10 ab Flat Head 242077302,Hardware,242077302,Frigidaire,12.9100,,,,,https://www.partselect.com/PS3490480-Frigidaire-242077302-Freezer-Drawer-Handle-Screw-10-ab-Flat-Head.htm?SourceCode=18,3,2,refrigerator,Frigidaire,"Frigidaire, Crosley, Electrolux, Uni",In Stock,"AP4926420, 242077301"
PS234764,DISCONTINUED WB1X5168D,Dispenser,WB1X5168D,GE,1.4800,,,,,https://www.partselect.com/PS234764-GE-WB1X5168D-DISCONTINUED.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint, RCA",Special Order,WZ4X364
PS289460,DISCONTINUED WR12X448,Dispenser,WR12X448,GE,40.8400,,,,,https://www.partselect.com/PS289460-GE-WR12X448-DISCONTINUED.htm?SourceCode=18,,,refrigerator,GE,"General Electric, RCA",Special Order,WR12X823
PS292439,Display Wire Actuator WR17X2060,Dispenser,WR17X2060,GE,41.8300,,,,,https://www.partselect.com/PS292439-GE-WR17X2060-Display-Wire-Actuator.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Kenmore, Hotpoint, RCA",Special Order,"AP2064613, 293405"
PS292573,RECESS DISP WR17X2321,Dispenser,WR17X2321,GE,80.9000,,,,,https://www.partselect.com/PS292573-GE-WR17X2321-RECESS-DISP.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Kenmore, Hotpoint, RCA",Special Order,"AP2064839, 293630, WR17X3301"
PS294120,SHIELD & FUNNEL Assembly WR17X5881,Dispenser,WR17X5881,GE,60.7800,,,,,https://www.partselect.com/PS294120-GE-WR17X5881-SHIELD-FUNNEL-Assembly.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Kenmore, Hotpoint, RCA",Special Order,"AP2066503, 295548"
PS295722,DISCONTINUED WR22X489,Dispenser,WR22X489,GE,46.8200,,,,,https://www.partselect.com/PS295722-GE-WR22X489-DISCONTINUED.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint, RCA",Special Order,WR22X420
PS297774,DISCONTINUED WR2X3967,Dispenser,WR2X3967,GE,30.8600,,,,,https://www.partselect.com/PS297774-GE-WR2X3967-DISCONTINUED.htm?SourceCode=18,,,refrigerator,GE,"General Electric, RCA",Special Order,"WR02X3360, WR2X3360"
PS297869,DISCONTINUED WR2X4469,Dispenser,WR2X4469,GE,32.8600,,,,,https://www.partselect.com/PS297869-GE-WR2X4469-DISCONTINUED.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint, RCA",Special Order,WR2X3973
PS297880,DISCONTINUED WR2X4512,Dispenser,WR2X4512,GE,34.8500,,,,,https://www.partselect.com/PS297880-GE-WR2X4512-DISCONTINUED.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint, RCA",Special Order,WR02X6069
PS298044,DISCONTINUED WR2X5031,Dispenser,WR2X5031,GE,28.8700,,,,,https://www.partselect.com/PS298044-GE-WR2X5031-DISCONTINUED.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Kenmore, RCA",Special Order,"SWR02X5031, SWR02X6350, SWR2X5031, SWR2X6350, WR02X4429, WR2X4415, WR2X4429, WR2X6350"
PS1155672,BRACKET 2317030,Bracket or Flange,2317030,Whirlpool,59.6200,,,,,https://www.partselect.com/PS1155672-Whirlpool-2317030-BRACKET.htm?SourceCode=18,,,refrigerator,Whirlpool,"KitchenAid, Jenn-Air, Dacor, Thermador",Special Order,2317030
PS11705396,BRACKET 12004874,Bracket or Flange,12004874,Bosch,54.9000,,,,,https://www.partselect.com/PS11705396-Bosch-12004874-BRACKET.htm?SourceCode=18,,,refrigerator,Bosch,Thermador,In Stock,
PS12586965,PLATE 10008120,Bracket or Flange,10008120,Bosch,7.0100,,,,,https://www.partselect.com/PS12586965-Bosch-10008120-PLATE.htm?SourceCode=18,,,refrigerator,Bosch,"Thermador, Gaggenau, Bosch",Special Order,"00605598, 00612511, 00621075, 605598, 612511, 621075"
PS16733914,Water Filter Case Assembly DA97-21261E,Filter,DA97-21261E,Samsung,156.8000,"This is an autofill water pitcher assembly, also known as a water reservoir, for various models of Samsung refrigerators. This pitcher is designed to hold and cool water in your Samsung fridge until you want to dispense it. This pitcher is made of clear plastic with a white plastic lid. If your current pitcher is cracked or damaged and is leaking or can’t hold water anymore, it will need to be replaced. This pitcher measures approximately 4 inches deep, 11 inches tall, and 3 inches wide. This pitcher is sold individually and does not include any other parts or accessories.",,,,https://www.partselect.com/PS16733914-Samsung-DA97-21261E-Water-Filter-Case-Assembly.htm?SourceCode=18,,,refrigerator,Samsung,Samsung,In Stock,DA97-21261B
PS17537649,Refrigerator Water Filter HAF-CU1/XAA,Filter,HAF-CU1/XAA,Samsung,53.9000,"This genuine OEM water filter is made for your side-by-side or French door refrigerator, working to reduce impurities like iron, chlorine, and rust for better-tasting water. With a capacity of 300 gallons, it is easy to install with a rear mount design, saving space in your fridge. If the filter gets damaged or clogged, you might notice slower water flow or odd tastes. We suggest swapping it out every six months. Sign up for our water filter subscription plan for automatic replacements.",,,,https://www.partselect.com/PS17537649-Samsung-HAF-CU1-XAA-Refrigerator-Water-Filter.htm?SourceCode=18,5,1,refrigerator,Samsung,"Samsung, Maytag, Kenmore",In Stock,"DA29-00003A, DA29-00003B, DA29-00003G, DA29-00003G-2PK, DA29-00003G-DC, DA29-00005F, DA29-00012B, DA29-10105C, DA97-03175A, HAF-CU1-2P/XAA, HAF-CU1-3P/XAA, HAFCN, HAFCU1, HAFCU1/XAA, RAS00WFAAAA, SGF-DSB30"
PS16623182,Water Filter Case Assembly DA82-02870A,Filter,DA82-02870A,Samsung,221.9400,,,,,https://www.partselect.com/PS16623182-Samsung-DA82-02870A-Water-Filter-Case-Assembly.htm?SourceCode=18,,,refrigerator,Samsung,Samsung,In Stock,DA97-14365L
PS16812575,Filter Case Assembly DA97-23545A,Filter,DA97-23545A,Samsung,264.5100,,,,,https://www.partselect.com/PS16812575-Samsung-DA97-23545A-Filter-Case-Assembly.htm?SourceCode=18,,,refrigerator,Samsung,Samsung,In Stock,
PS11721259,Ice and Water Refrigerator Filter HAF-CIN/EXP,Filter,HAF-CIN/EXP,Samsung,53.9000,"This is a water filter designed for use within Samsung refrigerators. This is a genuine OEM filter that comes by itself and needs to be replaced every 6 months, or after approximately 300 gallons/1136 liters of use. When replacing your refrigerator water filter, simply twist the old filter counterclockwise to remove, and rotate the new filter in clockwise to secure it. Then flush 3 gallons of water through it to rinse any sediment before using the dispenser.",,,,https://www.partselect.com/PS11721259-Samsung-HAF-CIN-EXP-Ice-and-Water-Refrigerator-Filter.htm?SourceCode=18,,,refrigerator,Samsung,Samsung,In Stock,"DA29-00010B, DA29-00012A, DA29-00020B-DC, DA29-10105J, RAC00WFAAAA"
PS16224564,Water Filter Assembly DA82-02869A,Filter,DA82-02869A,Samsung,231.0500,,,,,https://www.partselect.com/PS16224564-Samsung-DA82-02869A-Water-Filter-Assembly.htm?SourceCode=18,,,refrigerator,Samsung,Samsung,In Stock,"DA62-03150A, DA81-05997A, DA97-14365A, DA97-14365D, DA97-14365H"
PS16624071,Case Filter Assembly DA97-21938A,Filter,DA97-21938A,Samsung,296.9500,,,,,https://www.partselect.com/PS16624071-Samsung-DA97-21938A-Case-Filter-Assembly.htm?SourceCode=18,,,refrigerator,Samsung,Samsung,In Stock,
PS4175595,Refrigerator Water Filter Head and Tubing DA97-08006D,Filter,DA97-08006D,Samsung,115.0900,,,,,https://www.partselect.com/PS4175595-Samsung-DA97-08006D-Refrigerator-Water-Filter-Head-and-Tubing.htm?SourceCode=18,,,refrigerator,Samsung,Samsung,In Stock,AP5584601
PS4176299,Water Filter Case Housing DA97-11433A,Filter,DA97-11433A,Samsung,249.3100,,,,,https://www.partselect.com/PS4176299-Samsung-DA97-11433A-Water-Filter-Case-Housing.htm?SourceCode=18,,,refrigerator,Samsung,Samsung,In Stock,
PS1992717,CONTROL-TEMPERATURE 5304458064,Thermostat,5304458064,Frigidaire,62.7700,,,,,https://www.partselect.com/PS1992717-Frigidaire-5304458064-CONTROL-TEMPERATURE.htm?SourceCode=18,,,refrigerator,Frigidaire,"Uni, Frigidaire",Special Order,AP4299277
PS3495528,THERMOSTAT-DEFROST 242121701,Thermostat,242121701,Frigidaire,52.8000,,,,,https://www.partselect.com/PS3495528-Frigidaire-242121701-THERMOSTAT-DEFROST.htm?SourceCode=18,,,refrigerator,Frigidaire,Uni,Special Order,AP5178331
PS1018668,DUCT AIR FZ WR17X12088,Duct or Vent,WR17X12088,GE,50.8100,,,,,https://www.partselect.com/PS1018668-GE-WR17X12088-DUCT-AIR-FZ.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint",Special Order,WR17X12186
PS1483415,DUCT CAVITY CHILL WR31X10053,Duct or Vent,WR31X10053,GE,21.8900,,,,,https://www.partselect.com/PS1483415-GE-WR31X10053-DUCT-CAVITY-CHILL.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint",Special Order,
PS2354388,DUCT Assembly FF TRANSITION WR02X13091,Duct or Vent,WR02X13091,GE,35.8500,,,,,https://www.partselect.com/PS2354388-GE-WR02X13091-DUCT-Assembly-FF-TRANSITION.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint",On Order,
PS652422,DUCT PAN CHILL WR02X11261,Duct or Vent,WR02X11261,GE,22.8900,,,,,https://www.partselect.com/PS652422-GE-WR02X11261-DUCT-PAN-CHILL.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint",Special Order,WR2X11261
PS285281,Duct WR02X10874,Duct or Vent,WR02X10874,GE,59.7800,,,,,https://www.partselect.com/PS285281-GE-WR02X10874-Duct.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint",Special Order,WR2X10874
PS285282,Duct Lid WR02X10875,Duct or Vent,WR02X10875,GE,48.8100,,,,,https://www.partselect.com/PS285282-GE-WR02X10875-Duct-Lid.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint",Special Order,WR2X10875
PS11742687,Capacitor WP482156,Electronics,WP482156,Whirlpool,52.3100,,,,,https://www.partselect.com/PS11742687-Whirlpool-WP482156-Capacitor.htm?SourceCode=18,,,refrigerator,Whirlpool,"Kenmore, Whirlpool, Maytag, Admiral",In Stock,"279667, 357201, 376118, 3948448, 482156, 8572719"
PS12749885,Fan Grille Assembly AEB76044901,Grille or Kickplate,AEB76044901,LG,239.3400,"This fan grille assembly is a precision-engineered component designed to support proper airflow within the refrigerator and freezer compartments. By directing and regulating air circulation, it helps maintain consistent internal temperatures, contributing to optimal cooling performance and energy efficiency. Constructed from durable materials, the grille is built to withstand long-term use and environmental conditions inside the appliance. Its design promotes even distribution of cold air, preventing hotspots and ensuring food stays fresh longer. Installation is straightforward, typically involving removal of the rear panel and securing the grille in place using existing mounting points. Replacing a damaged or worn grille can restore airflow balance and improve overall refrigerator function.",,,,https://www.partselect.com/PS12749885-LG-AEB76044901-Fan-Grille-Assembly.htm?SourceCode=18,,,refrigerator,LG,LG,Special Order,
PS3524311,Lower Holder Cover 4930JJ2021A,Grille or Kickplate,4930JJ2021A,LG,21.7600,"This lower holder cover is also known as a toe grille clip, or a kickplate clip. It is designed for use with refrigerators. The main purpose of this part is to hold the molding at the base of your refrigerator in place, it also makes removing the piece of molding simple. If you notice that the kickplate on your appliance is loose or will not stay in place you may need to replace one or more of these clips. This part is made of plastic, and it is sold individually.",Very Easy,Less than 15 mins,,https://www.partselect.com/PS3524311-LG-4930JJ2021A-Lower-Holder-Cover.htm?SourceCode=18,5,11,refrigerator,LG,"LG, Kenmore",In Stock,4930JJ2021A
PS16621802,GRILLE ASSEMBLY AEB73764534,Grille or Kickplate,AEB73764534,LG,225.1700,"This refrigerator fan and grille assembly is a genuine replacement component designed to maintain consistent airflow and cooling performance within the appliance. It circulates cold air over the evaporator, helping regulate temperature across both the refrigerator and freezer compartments. The grille also serves as a protective barrier, shielding the fan from debris and ensuring long-term reliability. This part is ideal for replacing a worn or malfunctioning unit that may cause poor cooling, unusual noises, or overheating. Installation is straightforward: disconnect the refrigerator from power, remove the old assembly, and secure the new one in place. Wearing work gloves is recommended for safety. Always verify compatibility by checking your appliance’s model number before purchase.",,,,https://www.partselect.com/PS16621802-LG-AEB73764534-GRILLE-ASSEMBLY.htm?SourceCode=18,,,refrigerator,LG,LG,In Stock,AEB73764516
PS12078129,"GRILLE ASSEMBLY,FAN AEB73865906",Grille or Kickplate,AEB73865906,LG,157.3300,,,,,https://www.partselect.com/PS12078129-LG-AEB73865906-GRILLE-ASSEMBLY-FAN.htm?SourceCode=18,,,refrigerator,LG,"LG, Kenmore",In Stock,
PS16746257,"GRILLE ASSEMBLY,FAN AEB73764536",Grille or Kickplate,AEB73764536,LG,205.0800,,,,,https://www.partselect.com/PS16746257-LG-AEB73764536-GRILLE-ASSEMBLY-FAN.htm?SourceCode=18,,,refrigerator,LG,"LG, Kenmore",In Stock,"AEB73764513, AEB73764519"
PS12714296,"GRILLE ASSEMBLY,FAN AEB73764520",Grille or Kickplate,AEB73764520,LG,225.1700,,,,,https://www.partselect.com/PS12714296-LG-AEB73764520-GRILLE-ASSEMBLY-FAN.htm?SourceCode=18,,,refrigerator,LG,LG,In Stock,
PS11760568,"GRILLE ASSEMBLY,FAN AEB72913942",Grille or Kickplate,AEB72913942,LG,225.1700,"Keep your LG refrigerator operating optimally with a genuine Fan Grille Assembly. This assembly forms the back wall of your freezer compartment and efficiently circulates cold air over the evaporator to ensure optimal cooling. Comprising multiple components, a complete list can be found in your parts diagram. Please remember to safely store any perishable items and unplug your refrigerator before you start installation, and always wear protective gloves for your safety. This LG OEM product ensures you maintain your refrigerator's performance and longevity with reliable parts designed for your specific model. Verify your model number before ordering as parts may exhibit small variations in size and shape.",,,,https://www.partselect.com/PS11760568-LG-AEB72913942-GRILLE-ASSEMBLY-FAN.htm?SourceCode=18,,,refrigerator,LG,"LG, Kenmore",In Stock,
PS12078124,"GRILLE ASSEMBLY,FAN AEB73784620",Grille or Kickplate,AEB73784620,LG,297.8800,,,,,https://www.partselect.com/PS12078124-LG-AEB73784620-GRILLE-ASSEMBLY-FAN.htm?SourceCode=18,,,refrigerator,LG,LG,Special Order,
PS12714298,"GRILLE ASSEMBLY,FAN AEB73764522",Grille or Kickplate,AEB73764522,LG,180.0600,,,,,https://www.partselect.com/PS12714298-LG-AEB73764522-GRILLE-ASSEMBLY-FAN.htm?SourceCode=18,,,refrigerator,LG,LG,In Stock,
PS640485,USE WCI 5303206856 5303206612,Fuse,5303206612,Frigidaire,52.8000,,,,,https://www.partselect.com/PS640485-Frigidaire-5303206612-USE-WCI-5303206856.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Kelvinator",Special Order,
PS641783,USE WCI 5318358902 G183589-02,Fuse,G183589-02,Frigidaire,66.4400,,,,,https://www.partselect.com/PS641783-Frigidaire-G183589-02-USE-WCI-5318358902.htm?SourceCode=18,,,refrigerator,Frigidaire,Kelvinator,Special Order,
PS641911,USE WCI 5303018735 3016565,Fuse,3016565,Frigidaire,145.6700,,,,,https://www.partselect.com/PS641911-Frigidaire-3016565-USE-WCI-5303018735.htm?SourceCode=18,,,refrigerator,Frigidaire,Kelvinator,Special Order,
PS642634,USE WCI 3015078 5303206694,Fuse,5303206694,Frigidaire,38.8400,,,,,https://www.partselect.com/PS642634-Frigidaire-5303206694-USE-WCI-3015078.htm?SourceCode=18,,,refrigerator,Frigidaire,Kelvinator,Special Order,
PS642729,USE WCI 5303306587 5303274040,Fuse,5303274040,Frigidaire,53.8000,,,,,https://www.partselect.com/PS642729-Frigidaire-5303274040-USE-WCI-5303306587.htm?SourceCode=18,,,refrigerator,Frigidaire,Kelvinator,Special Order,
PS454224,USE WCI 5304408230 5303200465,Fuse,5303200465,Frigidaire,39.8400,,,,,https://www.partselect.com/PS454224-Frigidaire-5303200465-USE-WCI-5304408230.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Kelvinator, Uni, Gibson",Special Order,
PS454226,USE WCI 215019102 5303200473,Fuse,5303200473,Frigidaire,69.7500,,,,,https://www.partselect.com/PS454226-Frigidaire-5303200473-USE-WCI-215019102.htm?SourceCode=18,,,refrigerator,Frigidaire,"Gibson, Kelvinator, Tappan, Frigidaire",Special Order,
PS454367,USE WCI 215019101 5303201811,Fuse,5303201811,Frigidaire,59.7800,,,,,https://www.partselect.com/PS454367-Frigidaire-5303201811-USE-WCI-215019101.htm?SourceCode=18,,,refrigerator,Frigidaire,"Kelvinator, Gibson, Tappan, Frigidaire",Special Order,
PS454775,USE WCI 5303206538 5303206606,Fuse,5303206606,Frigidaire,54.8000,,,,,https://www.partselect.com/PS454775-Frigidaire-5303206606-USE-WCI-5303206538.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Uni, Tappan, Kelvinator",Special Order,
PS12731384,Water Filter Mount 241998303,Filter,241998303,Frigidaire,21.8900,,,,,https://www.partselect.com/PS12731384-Frigidaire-241998303-Water-Filter-Mount.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Crosley, Kenmore, Westinghouse",In Stock,"241998301, 241998302"
PS8689210,Water Filter Housing 241983814,Filter,241983814,Frigidaire,58.2000,,,,,https://www.partselect.com/PS8689210-Frigidaire-241983814-Water-Filter-Housing.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Crosley, Westinghouse",In Stock,"AP5690261, 241983803"
PS2581606,Door Handle - White 242059101,Handle,242059101,Frigidaire,85.9300,Screws NOT included.,,,,https://www.partselect.com/PS2581606-Frigidaire-242059101-Door-Handle-White.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Crosley, Westinghouse",In Stock,"AP4527304, 242059101"
PS2361667,Lower Handle Trim 5304471621,Handle,5304471621,Frigidaire,71.7500,,,,,https://www.partselect.com/PS2361667-Frigidaire-5304471621-Lower-Handle-Trim.htm?SourceCode=18,4,1,refrigerator,Frigidaire,"Frigidaire, Westinghouse, Crosley, Uni",In Stock,"AP4396738, 1514406, 218811617"
PS428664,Door Shelf Retainer Bar End Cap - Left or Right Side 218758602,Door Shelf,218758602,Frigidaire,32.8600,It can be used with either the right side or the left side refrigerator and freezer door shelves.,Really Easy,Less than 15 mins,,https://www.partselect.com/PS428664-Frigidaire-218758602-Door-Shelf-Retainer-Bar-End-Cap-Left-or-Right-Side.htm?SourceCode=18,3.67,3,refrigerator,Frigidaire,"Frigidaire, Kenmore, Tappan",In Stock,"AP2115098, 651, 215552601, 218758601"
PS467698,Door Shelf End Cap - Right Side 5303323480,Door Shelf,5303323480,Frigidaire,22.8900,"The right-side door shelf end cap is designed for use in your refrigerator. The function of this part is to connect the shelf bar to the refrigerator door, and hold it in place. This part fits the right-side of your refrigerator door shelf, the left-side door shelf end cap is sold separately. This part is made entirely out of plastic, and is white in color. This product measures approximately 1-inch in width by 1-inch in length. Many of our customers have rated this repair as very easy. The only tool you may need is a soft-faced hammer. This is an OEM part sourced directly from the manufacturer.",Really Easy,Less than 15 mins,https://www.youtube.com/watch?v=vW7tnfDH8Ck,https://www.partselect.com/PS467698-Frigidaire-5303323480-Door-Shelf-End-Cap-Right-Side.htm?SourceCode=18,5,3,refrigerator,Frigidaire,"Frigidaire, Kenmore, Tappan, Uni",In Stock,"AP2149037, 505, 08009808, 08009809, 3001007, 3015802, 3017376, 3017377, 3017378, 5303017376, 5303017377, 5303017378, 530317377, 8009808, G178732-01"
PS467699,Door Shelf End Cap - Left Side 5303323481,Door Shelf,5303323481,Frigidaire,22.8900,This white door shelf end cap is used for left side of some refrigerator door shelves.,Really Easy,15 - 30 mins,https://www.youtube.com/watch?v=x47Gu8f29v0,https://www.partselect.com/PS467699-Frigidaire-5303323481-Door-Shelf-End-Cap-Left-Side.htm?SourceCode=18,5,1,refrigerator,Frigidaire,"Frigidaire, Kenmore, Tappan, Uni",Special Order,"AP2149038, 381, 08009806, 08009807, 3001006, 3015803, 3017379, 3017380, 3017381, 5303017379, 5303017380, 5303017381, 8009806, 8009807, G178731-01"
PS454709,Door Shelf End Cap - Left Side 5303206223,Door Shelf,5303206223,Frigidaire,62.7700,This refrigerator door shelf retainer bar end cap is to help support the retainer bar in place.,,,,https://www.partselect.com/PS454709-Frigidaire-5303206223-Door-Shelf-End-Cap-Left-Side.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Tappan, Uni",Special Order,"AP2137585, 392, 08009970, 195659, 3001052, 3018627, 3200542, 3204857, 3205653, 3206114, 3206223, 3206605, 5303206605, 5303206720, 8009970, G179594-01"
PS454847,Door Shelf End Cap - Right Side 5303206717,Door Shelf,5303206717,Frigidaire,38.8400,This refrigerator door shelf retainer bar end cap is to help support the retainer bar in place.,,,,https://www.partselect.com/PS454847-Frigidaire-5303206717-Door-Shelf-End-Cap-Right-Side.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Tappan, Uni",Special Order,"AP2137738, 394, 08009971, 195658, 3001053, 3015795, 3018628, 3200543, 3202455, 3204856, 3204982, 3205652, 3206366, 3206719, 5303206366, 5303206719, 8009971, G179595-01"
PS11737059,Recess Trim - Black WR38X23216,Trim,WR38X23216,GE,33.8500,This part is a replacement recess trim for your refrigerator. It is the trim that runs around the perimeter of the ice/water dispenser. You will want to replace the recess trim if it is cracked or damaged. This part is black in color and is sold individually. It is approximately 16 inches long and 10 inches wide. It is a genuine OEM replacement part sourced directly from the manufacturer.,Really Easy,15 - 30 mins,,https://www.partselect.com/PS11737059-GE-WR38X23216-Recess-Trim-Black.htm?SourceCode=18,4.67,12,refrigerator,GE,"General Electric, Hotpoint",In Stock,"AP6024798, WR38X10302, WR38X10348"
PS783786,Dairy Trim WR22X10043,Trim,WR22X10043,GE,22.8900,,,,,https://www.partselect.com/PS783786-GE-WR22X10043-Dairy-Trim.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint",In Stock,"AP3202932, 1092359"
PS2323322,TRIM Assembly WR38X10406,Trim,WR38X10406,GE,157.6200,,,,,https://www.partselect.com/PS2323322-GE-WR38X10406-TRIM-Assembly.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint",Special Order,
PS291411,TRIM FRAME VP WR17X10207,Trim,WR17X10207,GE,49.8100,,,,,https://www.partselect.com/PS291411-GE-WR17X10207-TRIM-FRAME-VP.htm?SourceCode=18,,,refrigerator,GE,"Hotpoint, General Electric",Special Order,"AP2063815, 773263"
PS11740363,Drive Shaft Coupling Sleeve WP2315559,Motor,WP2315559,Whirlpool,48.1200,Sold individually.,Really Easy,15 - 30 mins,,https://www.partselect.com/PS11740363-Whirlpool-WP2315559-Drive-Shaft-Coupling-Sleeve.htm?SourceCode=18,5,2,refrigerator,Whirlpool,"Kenmore, Whirlpool, KitchenAid, Maytag",In Stock,"AP6007251, 2315559"
PS11739700,Refrigerator Ice Auger Motor WP2212363,Motor,WP2212363,Whirlpool,131.5500,"This motor rotates the auger. When the auger rotates, it pushes ice out of the bin, through a chute to the user.",Easy,15 - 30 mins,,https://www.partselect.com/PS11739700-Whirlpool-WP2212363-Refrigerator-Ice-Auger-Motor.htm?SourceCode=18,4,3,refrigerator,Whirlpool,"KitchenAid, Kenmore, Whirlpool, Thermador",In Stock,"AP6006624, 2188723, 2188868, 2188869, 2212363, 8201520, WP2188869"
PS11740361,Evaporator Fan Motor WP2315548,Motor,WP2315548,Whirlpool,98.9000,"This evaporator fan motor is located in the back of the freezer, and circulates air over the refrigerator coils. These coils will convert the heat into cool air, which is then circulated.",,,,https://www.partselect.com/PS11740361-Whirlpool-WP2315548-Evaporator-Fan-Motor.htm?SourceCode=18,4.75,4,refrigerator,Whirlpool,"Kenmore, Whirlpool, KitchenAid, Thermador",In Stock,"AP6007249, 2220149, 2315548"
PS2329961,Condenser Motor Kit W10181323,Motor,W10181323,Whirlpool,170.8200,"This kit includes the motor, blade and bracket. This fan motor circulates the air through the refrigerator grille and cools the compressor and condenser coils. It also helps to evaporate extra water in the drain pan.",Really Easy,15 - 30 mins,https://www.youtube.com/watch?v=k0RhlkZdpr0,https://www.partselect.com/PS2329961-Whirlpool-W10181323-Condenser-Motor-Kit.htm?SourceCode=18,4,3,refrigerator,Whirlpool,"Kenmore, KitchenAid, Whirlpool, Thermador",In Stock,"AP4330510, 1455822, 14211095, 2206036, W10181323"
PS648983,SHIELD-LIGHT 240515601,Light or Bulb,240515601,Frigidaire,51.8000,,,,,https://www.partselect.com/PS648983-Frigidaire-240515601-SHIELD-LIGHT.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Uni",Special Order,AP3210473
PS423745,Bulb 215812200,Light or Bulb,215812200,Frigidaire,21.8900,,,,,https://www.partselect.com/PS423745-Frigidaire-215812200-Bulb.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Kenmore, Uni, Crosley",Special Order,"AP2111885, 442687"
PS428044,"SHIELD-LIGHT, Freezer 218465000",Light or Bulb,218465000,Frigidaire,20.8900,,,,,https://www.partselect.com/PS428044-Frigidaire-218465000-SHIELD-LIGHT-Freezer.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Gibson, Kenmore, Uni",Special Order,215430000
PS428046,SHIELD-LIGHT 218465100,Light or Bulb,218465100,Frigidaire,29.8700,,,,,https://www.partselect.com/PS428046-Frigidaire-218465100-SHIELD-LIGHT.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Gibson, Kenmore, Uni",Special Order,
PS4144145,Handle Mounting Screw DA61-03734A,Hardware,DA61-03734A,Samsung,7.9300,"This screw, known as a handle fixer, is used to keep the door handles on your refrigerator secure. This screw is a genuine OEM part that comes individually, and simply screws into place in your refrigerator, and then allows the refrigerator handle to slide onto it. Your refrigerator normally has two of these fixer screws, so be sure to check how many you require before ordering.",Very Easy,Less than 15 mins,,https://www.partselect.com/PS4144145-Samsung-DA61-03734A-Handle-Mounting-Screw.htm?SourceCode=18,5,1,refrigerator,Samsung,Samsung,In Stock,AP4372038
PS4176636,Door Closing Mechanism DA97-12625A,Hardware,DA97-12625A,Samsung,33.0300,"This Samsung auto-close lever assembly is an OEM replacement part made for use in Samsung refrigerators. It is a black lever mechanism, measuring approximately 2 inches by 2 inches. When the fridge door is opened, this part ensures that the door that the door closes is able to close by itself and remains securely shut. If you notice that your fridge door can’t seem to close properly, or it is unstable and slams shut, then the lever assembly will likely need to be replaced. This part is typically located at the top of the fridge door. Each auto-close lever is sold individually.",Very Easy,Less than 15 mins,,https://www.partselect.com/PS4176636-Samsung-DA97-12625A-Door-Closing-Mechanism.htm?SourceCode=18,4.67,6,refrigerator,Samsung,Samsung,In Stock,"AP5620329, DA97-13070A"
PS4133205,Tapping Screw 6002-000520,Hardware,6002-000520,Samsung,5.4000,"This manufacturer-approved screw is for refrigerators, including Kenmore refrigerator model. Avoid cross-threading refrigerator screw during installation.",,,,https://www.partselect.com/PS4133205-Samsung-6002-000520-Tapping-Screw.htm?SourceCode=18,,,refrigerator,Samsung,"Samsung, Kenmore",On Order,"AP4366118, 6002-000231, 6002-000470, 6002-000520, 6002-000525, 6002-001306"
