ps_number,story_id,title,instruction,author,difficulty,repair_time,helpful_count,vote_count
PS11743548,18048,Door bushing,"I bought a set of appliances used online and the fridge door did not align to the other door. I quickly noticed I had lost the lower bushing to the right door upon transportation so I did what any man would do...find a way to fix it! after checking out a few websites I ran accross Partselect and after seeing their ""dummy proof"" diagrams I","Carlos from Streamwood, IL",Really Easy,Less than 15 mins,9,12
PS11740238,3254,no auto defrost,"Quoted $275 to fix, paid $65 for the part , Installed the new part in about 15 min. very easy, removed 2 small screws, and plugged in new part.","Matthew from Miller Place, NY",Really Easy,Less than 15 mins,15,23
PS11740238,528,Frig would go warm occasionally,"I removed the screw that held the control module in place, then unscrewed & unplugged the circuit board and plugged the new one in. At that point I realized that the mounting bosses on the new piece were a quarter inch longer than the old one and the screws were now too short. The old bosses couldn't be adapted without wrecking them. Luck","Craig from Los Angeles, CA",A Bit Difficult,15 - 30 mins,21,29
PS11740346,93323,"Fridge not cold, freezer freezing",Unplug fridge. Remove all items from top shelf of fridge. Remove the two screws holding the control panel to the top of the fridge. Lower unit and unhook it from the rear. Spin freezer knob all the way until you can detach the plastic rod from it. Lower the unit. Unplug the connector of the old timer/defroster. I broke the two plastic pin,"Sean from EARLYSVILLE, VA",Very Easy,Less than 15 mins,2,3
PS11740346,28082,the freezer was freezing like a block of ice,we just took it apart defrosted it and inserted the part timer and that was it,"kathleen from haddon township, NJ",Really Easy,Less than 15 mins,6,8
PS11740346,27902,Freezer started getting frost,"I unplugged the power cord. Then, I removed the housing at the inside-top of the refrigerator by removing the two screws that hold it in place. This exposed the defrost timer. I removed two clips that hold the timer in pace. Then unplugged and removed the old timer, and plugged-in and secured the new timer. Then, screwed the housing","Paul from Boston, MA",Really Easy,Less than 15 mins,28,29
PS11740346,16472,"Sometimes compressor wont come on, temp rises. Once defrost is initiated, won`t come out of defrost mode.","Disconnect power cord from power outlet. Remove 2 screws holding control panel in place. Swing panel down to access timer. Remove 4 wires from timer. Remove 2 clips from timer bracket. Remove & replace defrost timer. Re-install clips. Re-connect wires. Swing panel up and install 2 screws. Plug in power cord, cycle & test operation.","Dennis from Santee, CA",Easy,Less than 15 mins,12,13
PS372261,42796,Refrigerator stopped working,Used a volt meter to determine if compressor was getting power. It was not. There were only two wires going to compressor so I partially unloaded frige and disassembled unit until I found the control circuit. I removed the control board and could not find any degraded connections so I thought it was most likely the relay installed on the,"Robert from Russellville, AR",A Bit Difficult,30 - 60 mins,33,48
PS372261,31049,ref-freezer was clicking off & on,"i have gotten parts from partselect before, foung model # & looked up on there web,found it, ordered,and received next day, pulled plate off of front, removed screws undone clip & and replaced part works find very good company to deal with

r w reese","RONALD W from CARSON, VA",Really Easy,Less than 15 mins,47,76
PS900500,90744,Freezer making annoying high pitched sound (like a whine),"Parts Select included a video, and I watched a couple more that were on YouTube. Watch the video and do the repair . . . it's very easy took me about 35 min once I got the freezer emptied, including cleaning the freezer. I used a Philips head screw driver and I think it was a 5/16 nut driver . . . you can do this. Freezer running fine,","Greg from NAVARRE, FL",Very Easy,30 - 60 mins,4,4
PS900500,82826,Refrigerator = Circulator Fan Motor Made A Real Loud Noise !!,"Remove All Interior Metal On Inside Of Upper Part Of Fridge, Then Remove Fan & Brackets. There Was A Total Of 6 Screws & 4 Electrical Wires That I Had To Remove To Have This Fan Ready To Replace. Then I Ordered A New Fan From This Excellent Online Appliance Part Select Ware House. And From There It Was Delivered To Pine Shadows MHC In","Jeff from COTTONWOOD, AZ",Very Easy,30 - 60 mins,2,3
PS900500,80777,old fan very noisy,easy and fast,"Stephen from CHILLICOTHE, OH",Really Easy,Less than 15 mins,2,2
PS900500,36297,Freezer fan stoped working.,"Took longer to take out the shelves and the 10 screws holding the cover on then to replace the fan.
Local parts supply told me it would take two weeks to get the fan mator,ordered it from parts select and had in a couple days.","RICHARD from LANCASTER, PA",Really Easy,15 - 30 mins,6,11
PS900500,8141,Fan Motor not working,Fist I removed the tow screws that hole the fan bracket - then remove the 2 screws that hole the fan-disconnect the wires and replace new unit.,"Richard from Albuquerque, NM",Really Easy,15 - 30 mins,13,21
PS979875,1298,Freezer too warm,Removed two screws and wire harness from old motor. Put in new motor and connected wire harness.,"Kelly from Gladstone, OR",Really Easy,Less than 15 mins,17,30
PS285112,96794,Wheels worn out.,Can’t repair it yet. Because it’s taking you too long to send me my parts. Tried calling but your answering service conveniently won’t answer. Had to cancel first order and reorder hopefully to receive faster.,"jonathan from Bessemer City, NC",Really Easy,30 - 60 mins,2,3
PS283653,26147,Broken shelf and drawer,Removed old and replaced with new,"Thomas from Kissimmee, FL",Really Easy,15 - 30 mins,13,27
PS8757904,93318,The roller bearings on the Salad/ vegetable storage bins broke and the bins would not slide easily.,Replaced both Crisper Drawers with new units which had the roller bearings attached. Very poor factory design of the roller bearings attachment which have not been improved in the replacement drawers. I expect this problem to repeat a few years down the road.,"Arthur from NORTH PORT, FL",Really Easy,Less than 15 mins,3,5
PS1483182,84544,Stripped Front Leveling Roller & Screw,"Raised side of fridge enough to get 1/4"" ratchet with 1/4"" socket under roller wheel assy. Removed three hex-head screws to separate damaged wheel assy from fridge frame. From panel below fridge compartment, backed-out stripped leveling screw. Mounted new roller assy and then threaded in new leveling screw from front. Lowered fridge a","George from ARLINGTON, VA",Easy,30 - 60 mins,5,5
PS11756053,84628,bought used fridge with missing parts,"Drip tray installed by hand without a hitch. Tilt, insert drop down....Meat refrigerator storage, simply install by hand, lift lip over back of drawer and drop into the indented areas to lock-in. Kickplate required some time and I had to improvise the sheet metal screws which were NOT included. Some refrigerators require a snap in procedu","Mark from BRIGHTON, MI",Really Easy,30 - 60 mins,4,4
PS11756053,25210,no symptoms (previousely damaged product),"Easy repair here, the Refridge was purchased at a discount as a scratch and dent model. the damage was superfical and the parts orderd were simple remove and replace job did not take long at all to replace all parts.

Divider pantry: no tools required, simply pull out tray and remove old broken dividers and snap new divider in p","blane from upper arlington, OH",Really Easy,15 - 30 mins,26,56
PS11756051,92501,Clip cracked on back of kickplate and would not attach.,Pushed on new one as directed online.,"Joseph from MT PROSPECT, IL",Really Easy,Less than 15 mins,1,1
PS11756051,81725,Needed to replace old kickplate as it no longer was attached,Put new one on matching the sctew feet and design of the grill,"CHRISTINE from MARBLEHEAD, OH",Very Easy,30 - 60 mins,1,1
PS11756051,37452,I Bought A Slightly Scratched Stainless Fridge From Lowe's And It Was Missing The Kickplate.,"This is definitely one of the easiest, most rewarding projects I've ever done! From the point of easy ordering to receipt of the part in just two days (!!!!), opening the box was probably more effort than clipping the part in place! I'm keeping partselect on my favorites list!","Sara from Mound, MN",Really Easy,Less than 15 mins,0,3
PS11756051,33544,I had several broken appilances broken with parts to be replaced.,I had ordered the parts from Part Select and came with in a week. I ahd a Whrilpool microwave that had a door panel and vent grille that needed to be replaced and that was rplced with ease took less that five minutes to do. My Maytag refridgerator had it kickplate grille replace along with the pivot block that took all of about two minut,"Elijah from Killeen, TX",Easy,Less than 15 mins,18,43
PS11756051,33404,Replace Kickplate Grille,"Old grille had fallen off, so we just had to snap the new one on. No tools required. It is so perfect a replacement, I didn't even notice that my husband had installed it.","Davielle from Tustin, CA",Really Easy,Less than 15 mins,1,3
PS11756051,32954,Kickplate grille broke after less than a year,Took it out of the box and just snapped it in place.,"ALLAN from STERLING HEIGHTS, MI",Really Easy,Less than 15 mins,0,1
PS11756051,26855,Old one was broken and kept falling off. Very annoying,Snapped new cover on.,"Kathleen from Gainesville, FL",Really Easy,Less than 15 mins,13,14
PS11756051,20411,Refrigerator was missing grille,This grille just snapped into place without the use of tools. Couldn't have been easier. And the delivery was super fast; I ordered online one day and the item arrived the very next day.,"Angela from Topeka, KS",Really Easy,Less than 15 mins,4,8
PS11756054,89836,Piece of cake,Took me longer to get down on the floor than it did to install the Grille-Frt.,"Barbara from MANTON, CA",Very Easy,Less than 15 mins,1,1
PS11756056,88287,broke my original Kickplate Grille,"knelt down, positioned replacement kickplate; popped into place, stood up!

took longer to open the box and peel bubble wrap off item than to replace it!","Daniel from GEORGETOWN, TX",Really Easy,Less than 15 mins,3,4
PS11756056,87622,Remove & replace feet leveling screws,Lifted up the refrigerator to level it.,"Patrick from LAURELTON, NY",Really Easy,15 - 30 mins,2,2
PS11756056,13257,The toe grille broke when we 1st put it on,We snapped the new one on correctly this time.,"Rana from Pittsburg, KS",Really Easy,Less than 15 mins,5,5
PS11756056,11743,I purchased a display model that was missing a part.,Snapped on the new toe grille.,"Monte from Longview, WA",Really Easy,Less than 15 mins,3,4
PS11756055,97916,Easy to clip in place,"No tools required, but you must be careful not to shove or jam this kick plate into place as it is a plastic part and not really very sturdy. This is the second time I have replaced the kick plate and PartSelect has always been knowledgeable, polite, and helpful
!!","Dorothea from TOMS RIVER, NJ",Really Easy,30 - 60 mins,1,1
PS11756055,92965,Part broke and was old,Bought a new psrt,"Sylvia from GREENVILLE, PA",Really Easy,Less than 15 mins,1,1
PS11756055,89684,None,Just put it into the bottom of the fridge and it snapped into place. NO PROBLEM AT ALL.,"Victoria F, from NEWARK, NJ",Very Easy,Less than 15 mins,1,1
PS11756055,88223,old one broke,snap the new one in place.,"john from CASCADE, IA",Really Easy,Less than 15 mins,1,1
PS11756055,84370,No problem,Took off old broken part and put the new one on.,"Ralph from ELGIN, IL",Very Easy,Less than 15 mins,1,3
PS11756055,81235,Clips on old toe kick plate were broken on one side. Would not stay on,Took the new kick plate out of the box. Snapped it into position. I have had a repairman for this refrigerator before. I would rather repair an appliance than buy a new one. I'm very proud that I thought to get a replacement part myself instead of calling my friendly repairman again. Saved a few dollars.,"Janet from SOUTH ST PAUL, MN",Very Easy,Less than 15 mins,2,2
PS11743705,82546,Old kickplate grille had broken retainer tabs,Open both the fridge and freezer doors prior to attaching the new grille,"Alan from GRAND HAVEN, MI",Really Easy,Less than 15 mins,4,4
PS11743705,14423,grille had a broken tab and one bucket was cracked,grille just pushed on no tools were needed and I just took out the cracked bucket and inserted the new one,"Lonna from hubbard, OH",Really Easy,Less than 15 mins,10,14
PS11743132,16816,"Refrigerator would not cool, start relay was shot.","I ordered the three parts from the diagram for my model. The new relay was not at all similar to the old one (3 connections instead of 2, new cover. Seareching for about an hour on the web I found some blogs that helped. In case anyone else asks, here is the answer. The old relay had two connections - white wire to one and 2 orange wires","Michael from Carlisle, PA",Difficult,15 - 30 mins,85,96
PS385132,94324,Frame and crisper cover cracked,I just ordered the parts which were perfect and replaced with the new parts. Delivery was speedy. I will use this company again.,"Christine from NEWBURGH, NY",Very Easy,Less than 15 mins,5,5
PS385132,88384,Missing Fabric Solfener Dispenser & Chipped paint,Popped dispenser in place & touched up chipped areas,"Patrick from SACRAMENTO, CA",Very Easy,Less than 15 mins,4,6
PS385132,13365,Scratches in Surface,This product comes in a bottle with a brush like Liquid Paper. It goes on incredibly easy. A second coat might be needed. I wanted to prevent rust from setting in so I covered the scratches and dings. The paint is a little brighter since my washer is 10 years old but it still looks great.,"Michelle from Richardson, TX",Really Easy,Less than 15 mins,78,195
PS385132,632,The ice maker stopped working,"First I unplugged the unit, then I popped off the cover to the icemaker electronics. Removed 4 screws, pulled out the broken electronic panel, and replaced with the new one. Returned the screws and cover. The next moring the ice bin was full.

This must have saved me $300, and the inconvernience of waiting around for the repai","Duncan from Larchmont, NY",Really Easy,Less than 15 mins,16,25
PS347819,41026,Both outside door handles turned very beige,"Everything worked perfectly---thanks to the suggestion of your call center agent. She suggested that since the replacement door handles were no longer available, I should consider repainting them--it worked like a charm. Please tell her she was a life saver. We rent that house in Fl and my returning tenants had complained about the discol","Howard from Boynton Beach, FL",Easy,30 - 60 mins,23,67
PS385141,94690,black scratchers from wheel chair,shook bottle and painted waited a day and repeated,"Linda from GLEN CARBON, IL",Very Easy,30 - 60 mins,3,8
PS11743941,81693,Fill tube broke at the entry (portion just after and where the fill hose connects) into the refrigerator.,Followed the instructions plus rest was intuitive and opposite of removal steps. The touch-up paint matched perfectly and easy to apply and blend with the original paint.,"JD from CEDAR CREEK, TX",Really Easy,30 - 60 mins,2,5
PS11743941,31825,Oven door handle broke while pushing the oven into another room.,Repalced the door handle with no difficulties and touched up some chipped paint.,"Mike from Deer PArk, TX",Really Easy,Less than 15 mins,7,15
PS373131,94690,black scratchers from wheel chair,shook bottle and painted waited a day and repeated,"Linda from GLEN CARBON, IL",Very Easy,30 - 60 mins,3,8
PS373131,82059,Door dropped like a rock when opened.,The key item in this outing was the Door Balance Link Kit. All others were 5 minute easy repairs. Our dishwasher was installed under old cabinetry so I had to use a crescent wrench to raise the extended front feet and then a pry bar to get the dishwasher to clear the existing flooring. I really envied the fellow in the video who was jus,"William from Madison Heights, MI",A Bit Difficult,1- 2 hours,1,5
PS12348898,98674,I broke the cooling fan while cleaning the heat exchange area,"Very simple, pulled old fan blade off and pushed new fan blade onto shaft. Perfect fit!","Daniel from N TONAWANDA, NY",Really Easy,15 - 30 mins,1,3
PS1957154,82317,Evaporator fan motor bearings were gone; refrigerator ran very loud as a result.,"Removed panel and motor cover at rear of freezer compartment. This requires 1/4"" nut driver. Removed motor assembly bracket and wiring, careful to note where ground, neutral and hot were attached. The entire assembly must be removed from the freezer compartment in order to swap new motor for old motor. Re-inserted assembly into freeze","Gregory from LOS ANGELES, CA",Easy,30 - 60 mins,2,2
PS11767930,98383,L.E.D. light board burned out.,"Using my putty knife, I slid it under the light cover prying upward to remove it. I then unplugged the the light board from the wire and unsnapped from the two prongs. Then reinstalled.","Richard from HARWICH PORT, MA",Easy,Less than 15 mins,4,4
PS11767930,98203,LED light board assembly failed in freezer section,"Clear freezer items in the area of repair as light assembly is in the back of the freezer. Suggest removing shelving in the same area to provide more working space. Utliize a small flashlight to provide interior lighting. Use a stubby phillips screwdriver to remove fastener securing the light cover.
Cover snaps out to remove light bo","John from MANCHESTER, CT",Really Easy,Less than 15 mins,2,3
PS11767930,98069,Refrigerator inside light 1 of 3 went out.,"1. Removed light cover.
2. Removed old light assembly board from cable, (1 of 3 lights).
3. Connected cable to light assembly board.
4. Replace light cover.
5. All 3 lights fully lighted.
6. Installation Completed.","Joseph from SAN JOSE, CA",Really Easy,30 - 60 mins,3,3
PS11767930,96729,No freezer light,"Unplugged the fridge, and opened the freezer. Unscrewed the light panel, small screwdriver. Removed the plastic bracket. Part was frozen and I broke one of the plastic mounts. Do not do this as I am not sure if I will have to live with my cable twist tie kludge or I can get another plastic bracket. Light board is just the PCB. You need to","Lisa from San Jose, CA",Really Easy,15 - 30 mins,6,6
PS11767930,94908,Freezer Light Board was bad,"Had to remove a couple of shelves, then used a Phillips screwdriver to remove the Light diffuser then removed the ""light board"" assembly and unplugged the light board, plugged in the replacement board, snapped the board back onto its mounting bracket, then snapped the bracket back into its place and then replaced the light diffuser and sc","Hal from CONROE, TX",Really Easy,15 - 30 mins,5,6
PS11767930,94070,LED light board burnt out second time replaceing.,unplug refrige take off light cover unplug lightbar and take lightbar off bracket put new LED lightbar back on the bracket and attatch back on back wall of freezer put light cover back on plug in refrige done.,"JAMES A from COLUMBUS, GA",Really Easy,Less than 15 mins,4,5
PS11767930,92108,Freezer light(s) were not coming on when freezer door was open,"The PS11767930 BOARD LED LIGHT Assembly was an exact match to the one that had gone bad. First, I removed the shelf above the light cover and items on it. Next, remove the top 1/2 in phillips head screw holding the light cover in place. Next, pop off the light cover(2 slots on each side and 2 on back freezer wall. Next I popped off th","Gordon from JACKSONVILLE, FL",Really Easy,15 - 30 mins,14,15
PS16554837,98852,light bulb at water dispenser not working.,unscrewed old bulb and screwed in new bulb. checked and new bulb works great. less than five minutes to complete.,"george from MIAMI, FL",Very Easy,Less than 15 mins,1,1
PS16554837,94909,Light bulb burnt out,replace a new blub,"Carla from RUSSELL, KS",Really Easy,Less than 15 mins,1,1
PS16554837,87907,Water dispenser bulb burned out and needed to be replaced,"Unscrewed old bulb, inserted and screwed new bulb into place","JAMES from VANCOUVER, WA",Very Easy,Less than 15 mins,1,1
PS16554837,83377,Dispenser light bulb,Screwed bulb in and Light works!,"Wanda from FRANKLINTON, LA",Very Easy,Less than 15 mins,1,2
PS16554837,81557,Replaced Light Switch and Dispenser Light Bulb,"Extremely easy. Just screwed in the light bulp. Used pliers to pull out th dispenser switch. Then disconnected the electrical wires ((they just snap off), reattached the wires and then pushed the new switch in. Took less than 10 minuets.","Robert from GRAFTON, MA",Really Easy,Less than 15 mins,1,1
PS16554837,38155,Ice shute flapper did not shut,Used awl inserted into 3 holes at bottom of dispenser toutch pad #93 to release it from mount. Disconnected wire to solenoid & rested panel in door opening. Removed 4 screws holding dispensor housing shield #69. Removed 3 screws holding solenoid & connecting arm #36. Solenoid very rusted. Cleaned inside of ice dispensor with bleach to,"JOSEPH from FORT MYERS, FL",A Bit Difficult,30 - 60 mins,0,2
PS16554837,36604,Broken dispenser engager,Pretty easy to repair. Only took a few minutes.,"joseph from HAMPTON, VA",Really Easy,Less than 15 mins,16,37
PS16554837,34871,ice door light bulbs burned out,"found the correct bulbs, the hardest part.
un screwed old bulb.
Screwed in new bulb.
Waa La,
There was light.","Austin from New Portland, ME",Really Easy,Less than 15 mins,7,14
PS16554837,34549,light replacement in dispenser,kick plate replacement at the base of refrigerator. Very easy to replace. No rocket science needed :),"Dennis from Frenchburg, KY",Really Easy,Less than 15 mins,18,37
PS16554837,34289,Water Dispenser Not Working,"Simple straight forward process. Remove the refrigerator back cover, unhook the inlet water lines and replace water valve.","Bruce from Margate, FL",Really Easy,Less than 15 mins,0,2
PS299782,95229,"Lights did not work, bulbs were good","Took out the light sockets, plugged in the new ones. I found the manual on line to find the part numbers. Parts select parts were perfect","Donita from O FALLON, MO",Easy,Less than 15 mins,1,1
PS299782,92682,Short in the light socket.,Un Plugged the frig. Unlocked the socket by pressing down on the latch. Pulled the socket out ensuring I had enough slack. Unplugged the old socket installed the new. Plugged the frig back in. Tested the switch . Very easy-to-use.,"ED from ENON, OH",Very Easy,Less than 15 mins,1,2
PS299782,84432,Fridge light dead even with new bulb,"1- youtubed the potential diagnoses, 2- resourced and ordered parts, 3- removed old socket, installed new one :-)... My fridge is an older fridge and could've used a screwdriver for eyeglasses. Plug and play easy... YAY!","marj from NEWBURY PARK, CA",Really Easy,15 - 30 mins,1,1
PS299782,83678,light kept blinking on and off never same way,turn breaker off first then use thin blade screwdriver and plastic pry bar to remove light socket and switch there was plenty of wire so work was easy to install at both ends,"michael from CENTRALIA, IL",Really Easy,Less than 15 mins,2,2
PS299782,81344,My light in the refrigerator was going on and off.,I unplugged the refrigerator. Pressed the tab near the light bulb. Unplugged the socket and reconnected it.,"Nan from PURCELLVILLE, VA",Very Easy,Less than 15 mins,1,1
PS299782,60269,bulb out,"I ordered the part, within two days we had received it. My husband put the part in and I really don't know what he used doing so. All I know is that the light works now and we don't have to use the flashlight. Thanks a lot.","Kenneth from Rowe, VA",Really Easy,Less than 15 mins,1,1
PS299782,38646,No power to the fan and compressor,I have a fridge in my garage. I have found that a glass of ice water or a cold drink outside is very important to me. When I discovered melting ice dripping onto the garage floor I was very upset. I spun the fridge and found that the compressor and fan weren't starting. I got out my multi-meter and discovered that power was not makin,"Christian from Kearneysville, WV",Really Easy,Less than 15 mins,222,302
PS299782,36227,Light Bulb Socket,The light in the fridge somehow blew and melted the ocket to which it was attached to. There was no way the bulb was coming out so I ordered both the bulb and socket to replace. Simple plug and play and it was installed in less than 5 minutes.,"Desta from Brooklyn, NY",Really Easy,Less than 15 mins,1,3
PS299782,35810,Leaking from bottom of refrigerator and no ice/ ight out in freezer,"To repair the light socket which was not functioning, I identified and followed the instructions on part-select on you tube. I unplugged the refrigerator, cleared away and removed the shelf below the housing for the light. I reached up under the plastic light protector with a screwdriver and popped up the tab on the front holding it in pl","Daryl from Tampa, FL",Easy,30 - 60 mins,8,18
PS299782,35651,Light in the refrigerator went out,"After I bought what I thought I needed for the repair. I asked a friend to come over and look at it. He changed the
the light socket and put the same light bulb in and it works great. I am returning the light switch but decided to keep the light bulb.

Getting on the internet was so easy. This was really very simple.","Paulette B. from Santa Ana, CA",Really Easy,15 - 30 mins,13,18
PS951718,29491,Halogen bulb beneath microwave lighting the stovetop burned out after 9 mo.,Unscrewed the light cover beneath the microwave with a phillips head screwdriver. The bulb is very tiny and has 2 straight parallel prongs that slide into 2 small holes. Grab bulb from both sides with each hand firmly and slide STRAIGHT out (no twisting or pushing). Don't worry about breaking even though it may take a fair amount of pr,"Edward from Averill Park, NY",Easy,Less than 15 mins,41,52
PS951718,26419,burned out light surface light bulb,"the main issue I had is the appliance manual stating that the bulb should be ""unscrewed"". when I first read the manual, before I received the bulb on delivery, I tried ""unscrewing"" the bulb, which actually is a PLUG IN bulb. small wonder that it didn't come out! luckily I didn't break the connections off in the socket!","Veronica from St Augustine, FL",Easy,Less than 15 mins,10,16
PS951718,3016,burnt out bulb,removed light cover and replaced defective bulb,"Neal from Gardena, CA",Really Easy,Less than 15 mins,13,27
PS3495561,97133,Warm fridge and freezer,"After checking the capacitor and 3 in 1 starter run relay for continuity and both measuring , I was able to remove the old parts and install the new parts for the refrigerator after unplugging the unit. I also checked the new parts prior to installing. I also went on Parts Select and watched some very helpful videos. Thanks a lot for you","Bruce from TEMPLE HILLS, MD",Really Easy,30 - 60 mins,5,5
PS3495561,96800,"Compressor not running, freezer and fridge warming up","Tested the start relay and capacitor with a multimeter and determined they were both bad (thank you, YouTube!). Ordered both here and they arrived in 4 days. It took me less than 15 minutes to install both; the appliance is working better than ever! The parts were very easy to access and replace.","Michael from LAS VEGAS, NV",Really Easy,15 - 30 mins,2,3
PS3495561,95149,Compressor motor not starting/running,"Unplugged freezer, used digital multimeter to test defrost thermostat, temperature sensor, start/run capacitor and start/run relay for compressor motor. Found ohms values for start/run capacitor to be out of range and carbon traces on relay base where capacitor connects. Replaced capacitor and relay. Plugged freezer in and compressor imme","Kimberly A from DAYTON, NV",Easy,Less than 15 mins,3,3
PS3495561,94805,I want to mention this is a garage ref with freezer on top. Freezer was to warm 20-32 deg.,"Replaced thermostat and defrost timer and still freezer to warm.
After research with U-tube video of (Fixin it with Pappy) discovered that my fridge has one thermostat in fridge section and in cold months (live in ohio)the garage is cold therefore themostat in fridge does""nt need to tell the compressor to kick on. Pappy is a retired","John from S CHARLESTON, OH",Easy,15 - 30 mins,3,3
PS3495561,92742,"Coming from the refrigerator, there was an intermittent ""clicking noise"", occurring about every 30 seconds. The frig. eventually failed .","I removed the back cover and removed the clip holding the compressor- run capacitor and start relay. I replaced these 2 components and clean the dust from the frig., and from the bottom of the floor. I replaced the back cover ; Loss about $300 worth of meat when when the frig. failed. Then I thought that, during these turbulent times,","winifred from LOUISVILLE, KY",Easy,30 - 60 mins,11,13
PS3495561,92443,"It was making a clicking, chirping sound every two minutes","Took me weeks to find the noise after I checked everything electrical in the house including replacing all batteries. Finally, an electrician isolated it to the refrigerator.

Frigidaire Model FRS26LH5DS9 Found several YouTube videos for reference.

Replaced the Run Capacitor and Compressor Start Relay.

U","ARTHUR from INDIO, CA",Easy,Less than 15 mins,4,4
PS3495561,91984,Compressor wasn’t starting most of the time,"I had a repairman here and after spending 350 dollars after 4 visits and parts, I decided to try it myself. I ordered a compressor start relay and a run capacitor. Replacement took all of 15 minutes and now runs again for the first time in a month. Thank you Parts Select. You’re the best!","Jerry from BONNE TERRE, MO",Really Easy,Less than 15 mins,3,3
PS3495561,90771,Freezer would not run or get cold,Temp control thermostat fixed problem many thanks to Part Select for help with this problem.Was able to save majority of food.,"Donald from ANDERSON, IN",Really Easy,15 - 30 mins,3,3
PS3495561,90472,"freezer stops freezing, sounds and looks normal,, no compressor or fan sounds",would take off working when the temp control was increase one number. Came here after I got to the number 7. Changed both parts the first time and temp control is working fine at 4. thanks for all the help,"Blaine from PIERRE, SD",Easy,30 - 60 mins,3,3
PS3495561,89053,Run Capacitor and Control & Display,"I checked the ohms on the run capacitor saw it was bad. The control panel was disfigured also. After going to the partselect web site, I ordered the parts. Took about 5 minutes actually to replace the parts.
Partselect is a great place to fix a appliance problem!","Harry from monroe, LA",Really Easy,Less than 15 mins,3,3
PS2333670,98853,Inconsistent freezer temp and freezer defrost issues,"Used the symptoms list, ordered the corresponding parts and watched the videos. Great company! I'll be sharing this site.","RUSSELL from MALDEN, IL",Very Easy,1- 2 hours,1,1
PS2333670,97808,"Fridge would not cool at all, because the compressor was not running. Fan running, lights working, just no cool.","Remove the cardboard access cover at the bottom back of the fridge. On the left side, locate the run capacitor. Remove it by prying it loose from its socket, after first removing the wire hold down clamp. One wonders why the clamp is there, which makes it difficult to get the run capacitor out. Be careful not to disrupt in any way the cop","David from ABINGDON, VA",Easy,15 - 30 mins,3,3
PS2333670,93545,Compressor Starter/Overload relay burned and smoked,"Heard the snap of a short circuit followed by a burning smell around the refrigerator. Pulled it out, unplugged it and removed the back panel with a nut driver. Plugged it back in and when the compressor kicked on I saw sparks and some smoke at the relay. Unplugged and ordered new relay and the associated run capacitor in case it was a","Mike from Santa Rosa, CA",A Bit Difficult,30 - 60 mins,2,2
PS2333670,91638,Freezer wasn't cooling - compressor not engaging,"Ordered the Capacitor and the Thermostat Control. Parts were received in a matter of a few days, easy to install, but did not fix the problem. Had to call a repairman to fix the problem (compressor relay - this part not available to order for this model number with Parts Select). Will continue to use Parts Select in the future for other p","Judy from ROYSE CITY, TX",Really Easy,30 - 60 mins,2,2
PS2333670,85134,Freezer and refrigerator stopped cooling,"The site offers a video for this part which worked perfectly. In addition to replacing the part, since the cardboard panel was off, we also cleaned all the dust off of the coils which someone recommended to do annually.","Amy from PITTSBURGH, PA",Easy,Less than 15 mins,8,8
PS2333670,62225,Refrigerator was not cooling,"This was a simple job. Raised the flap in the back that houses the compressor, removed the wire that holds the relay, pulled out the old relay and pushed the new one on. Replaced wire holder and that was it. Plugged it frig and freezer is at zero and lower compartment at 35. As easy as brushing your teeth!","Vicki from Johnson City, TX",Really Easy,Less than 15 mins,17,24
PS2333670,53325,Fridge quit working.,"A little research told me the hum plus no cooling was either the compressor or the relay. I ordered the new relay and put it in but it didn't fix the problem. I ended up having to buy a new fridge, but it was worth the $30 gamble to see if I could fix it on the cheap and it saved me the money a service call would've cost. Pretty easy i","Bill from Bay City, MI",Easy,15 - 30 mins,1,1
PS2333670,42104,Refrigerator quit running,"I located the part that was the culprit as it had buzzed very much before quitting. This is an easy removal as the part is in a two prong jack and just needs to be carefully removed with the new part inserted back in the jack provided. The refrigerator works fine now, but the run capacitor will still buzz on start up of the compressor. I","Frederic from Daytona Beach, FL",Really Easy,Less than 15 mins,22,42
PS2333670,41374,Burnt start motor relay and capacitor,Super easy. That was super cool and saved me $500.00.,"Benjamin F. from West Falmouth, MA",Really Easy,15 - 30 mins,18,31
PS2333670,39565,"Rear of upper shelf would freeze, while the rest of the freezer was dripping wet","We opened our freezer last week only to find the bottom 2/3 was barely cold, while only the rear of the upper shelf was cold. In fact, it was covered in frost, despite being a frost-free model. Our frozen veggies were slushy, not rock hard, and our frozen juices were all liquid. We defrosted the freezer, plugged it back in, but immediat","MARK from LIBERTY LAKE, WA",Easy,Less than 15 mins,68,81
PS817298,91964,"Compressor stopped running, freezer stopped freezing","Upon Inspection of electrical connections I found the controller connector slightly melted, so I ordered a replacement and the other parts, given the freeezers age.
Replacement efforts were close to plug and play.
Compressor powered back up And freezer is now functioning again.","Joseph from BANDON, OR",Very Easy,15 - 30 mins,3,4
PS817298,83168,Compressor would not start.,"I watched You Tube on how to repair it the instructions that came were shit. I'm a stickler for wire colors being correct, could find that information in the instructions. Everything is on you tube I love you tube. The fix is is easy peasy. I'm not stupid eather there is nothing on that frig I could not repair if I can get parts ev","Danny from TAYLORSVILLE, UT",Really Easy,30 - 60 mins,4,6
