appliance_type,symptom,part_type,instructions,part_category_url
dishwasher,Not cleaning dishes properly,Spray Arm,"The lower spray arm (as well as the upper and middle spray arms if applicable) could be the reason why your dishwasher is not cleaning properly. The function of the spray arms is to spray the dishes with a strong stream of hot water and detergent. If some of the holes are plugged, then you should also inspect the filter system for a possible problem. Cracks or separated seams in the spray arms will impair the force of the spray as well. If your dishwasher has an upper spray arm also inspect the spray arm mounting bracket to make sure it hasn't become loose, cracked or otherwise restricted.

How to inspect dishwasher spray arms:

- Disconnect the appliance from the power source before beginning.

- Open your dishwasher and visually inspect your spray arms. You are looking for any signs of wear, cracking, or damage. Inspect the holes of the arms to see if any dirt or debris is lodged in them, clean out anything you find.

- Turn the spray arms manually. While doing so, you should be inspecting if there is much resistance, if the arms are wobbling, or if the arms hit the dish racks.

- If your spray arms show any of the above symptoms, you will need replacement spray arms.",https://www.partselect.com/Repair/Dishwasher/Not-Cleaning-Properly/#SprayArm
dishwasher,Not cleaning dishes properly,Docking Station,"If your dishwasher has a middle spray arm attached to an adjustable upper rack, then you should inspect the docking station along with its flappers. The docking provides water to the middle spray arm and usually has two outlets.

How to inspect a dishwasher docking station:

- Before beginning this inspection, disconnect the power supply from your appliance.

- The docking station can be found at the back of the dishwasher on the water supply tube. Locate your docking station in order to inspect it.

- Begin by checking to see if the docking station is connected securely to the water supply tube. Next, check the flappers to make sure they can move freely and that they will close securely. You should also inspect all components, particularly the plastic pieces, of the docking station for signs of cracking, wear, or damage.

- If you find any issues while performing the checks above, you will need a replacement docking station.",https://www.partselect.com/Repair/Dishwasher/Not-Cleaning-Properly/#DockingStation
dishwasher,Not cleaning dishes properly,Chopper,"The food chopper, chops up the food particles that were left on your dishes into tiny pieces so that they can easily pass through the drain portion of the dishwasher pump. If the food particles are not chopped finely enough, the debris may prevent the dirty water from draining and could possibly get re-circulated in the dishwasher. If your dishwasher is not cleaning properly, inspect the drain portion of the pump, if you find that there is food debris; check the food chopper to see if it is damaged.

How to inspect a dishwasher chopper:

- Disconnect your appliance from the power source before beginning.

- In order to access the food chopper, you will need to remove the lower spray arm as well as the spray tower. Once you have access to it, remove the food chopper in order to closely inspect it.

- Visually inspect the food chopper for any signs of wear, discoloration, damage, or cracking. Remove any debris you may find on or near the chopper.

- If you find your chopper shows any of the symptoms above, you will need a replacement chopper.",https://www.partselect.com/Repair/Dishwasher/Not-Cleaning-Properly/#Chopper
dishwasher,Not cleaning dishes properly,Water Inlet Valve,"The water inlet valve one of the most common dishwasher parts to fail and could be the cause of a dishwasher that is not cleaning the dishes well, if it is not providing the proper water level in the tub.

How to inspect a dishwasher water inlet valve:

- Disconnect the water supply and the power source from your appliance before beginning this inspection.

- The water inlet valve is usually located behind the lower access panel. Remove the lower access panel in order to locate the inlet valve.

- Once you have located it, visually inspect the water inlet valve for any signs of cracking, wear, or other damage.

- If any issues are found during your inspection, you will need a replacement water inlet valve.",https://www.partselect.com/Repair/Dishwasher/Not-Cleaning-Properly/#WaterInlet
dishwasher,Not cleaning dishes properly,Water Delivery Tube,"If your dishwasher has an upper spray arm, then the water delivery tube may be the cause of the problems. The water delivery tube or wash arm manifold is a tube typically made of plastic that supplies water from the pump to the upper spray arm and on some models to the middle spray arm.

How to inspect a dishwasher water delivery tube:

- Unplug your dishwasher before starting this inspection.

- Locate your water delivery tube in order to inspect it. You likely will need to remove your dishwasher’s lower access panel.

- Begin by checking the alignment of the tube, it should be aligned with the spray arms and have no restrictions impeding the flow of water. On some models, there is a filter inside the tube. If this is the case for your dishwasher, inspect the filter to see if it has become plugged. You should also visually inspect your water delivery tube to ensure it is not worn or damaged.

- If you find any issues while performing the inspections above, you will need a replacement water delivery tube.",https://www.partselect.com/Repair/Dishwasher/Not-Cleaning-Properly/#WaterDelivery
dishwasher,Not cleaning dishes properly,Filters,"All dishwashers will have one or more filters to remove food particles from the wash water during the cycle. These filters are typically self-cleaning, but under certain water conditions or detergent usage these filters can become clogged.

How to inspect dishwasher filters:

- Unplug your dishwasher before beginning these inspections.

- Locate and remove the filters in the circulating portion of the pump and/or in the wash arm manifold.

- Clean any debris you find in the filters. Visually inspect the filters to see if they have become torn or otherwise damaged.

- If you find any issues with your filters, you will need a replacement dishwasher filter.",https://www.partselect.com/Repair/Dishwasher/Not-Cleaning-Properly/#Filters
dishwasher,Not cleaning dishes properly,Wash Spinner,"If the third level wash spinner has come loose, is not properly fitted or is cracked, it may be the reason why your dishes are not coming out as clean as they should be.

How to inspect a dishwasher wash spinner:

- To ensure your safety, unplug your dishwasher before starting.

- Locate your wash spinner, it will be found on the water feed tube, which is found at the rear of the wash tub. You may need to remove wash arms or other components in order to access it, depending on your model.

- Inspect the area around the wash spinner to ensure there are no obstructions preventing it from turning freely. You should also visually inspect it for any signs of discoloration, cracking, or damage.

- If you find your spinner shows any of the above issues, you will need a replacement wash spinner.",https://www.partselect.com/Repair/Dishwasher/Not-Cleaning-Properly/#WashSpinner
dishwasher,Not cleaning dishes properly,Detergent Dispenser,"The detergent dispenser could be the cause of the dishwasher not cleaning your dishes. First, make sure you are using a high-quality detergent, and if you are using gel or tablets, consider switching to a powdered detergent as it dissolves faster. If your detergent cup has a prewash compartment, you could consider adding detergent to this compartment. Make sure you are using enough detergent based on your local water conditions. Hard water will require more detergent than soft water, but be careful to not use too much detergent as you could cause damage to your glassware.

How to inspect a dishwasher detergent dispenser:

- To ensure your safety, be sure to unplug your appliance before beginning.

- The detergent dispenser will most likely be found on the inside of the door. You will not need to remove it to perform this inspection.

- Begin by running a test cycle with detergent in the dispenser to verify that the detergent is being released during the cleaning cycle.

- If It is, visually inspect the dispenser for any signs of wear or damage. Additionally, you should clean any clogged or caked-on detergent off the dispenser, as this may be preventing the detergent from being released properly.

- If you find any issues during your inspection, you will need a replacement detergent dispenser.",https://www.partselect.com/Repair/Dishwasher/Not-Cleaning-Properly/#DetergentDispenser
dishwasher,Not cleaning dishes properly,Heating Element,"Dishwashers need adequate hot water to properly clean the dishes, usually about 140 degrees Fahrenheit. The heating element, found at the bottom of the dishwasher is used to maintain the temperature of the water in the dishwasher, or to heat the water higher than normal for certain cycles depending on the cycle option selected. It is important to note that the heating element is not used to heat the water for normal wash cycles, so before checking the heating element, ensure that the water entering your dishwasher is hot enough. Please note that water hotter than 140-150 degrees is not recommended as damage to your dishes can occur with very hot water. Before starting a washing cycle, run the hot water in your sink for a few minutes. If hot water is going into your dishwasher, but the water temperature falls during the cycle even with a heating option selected, then you may need to replace the heating element.

How to test the heating element in a dishwasher with a multimeter:

- Begin by disconnecting your appliance from the power source.

- Locate your heating element, it will be found on the bottom of the tub and depending on your model, it may have a cover. If it does have a cover, remove it.

- Remove the lower access panel and disconnect wires attached to the heating element’s terminals that protrude through the base of the dishwasher.

- Set your multimeter to the Rx1 setting and touch the terminals with the probes. The reading of a functional heating element varies between models but will fall between zero and infinity, refer to your owner’s manual to determine what reading you should receive. If your reading is exactly zero or infinity, it is defective.

- If your heating element’s reading is outside the manufacturer’s recommended range, you will need a replacement heating element.",https://www.partselect.com/Repair/Dishwasher/Not-Cleaning-Properly/#HeatingElement
dishwasher,Not cleaning dishes properly,Pump Impellers,"In a dishwasher there are two impellers, the wash impeller and the drain impeller located within the dishwasher’s pump. The wash impeller is the part that circulates the water and pressurizes the spray arms. The drain impeller, if used on your model, is used only to drain the dishwasher.

How to inspect dishwasher pump impellers:

- Disconnect the power source from your dishwasher before starting this inspection.

- The pump impellers will be found attached to the pump/motor. Depending on your model, you will need to remove all or some of the following parts to access the impellers: lower access panel, spray arm, pump housing, & screen. Once you have access to them, remove the impellers to closely inspect them.

- Visually inspect your impellers for any signs of cracking, wear, damage, or discoloration. Additionally, ensure that there are no debris preventing them from moving freely when in place.

- If you find any issues while performing the checks above, you will need replacement impellers.",https://www.partselect.com/Repair/Dishwasher/Not-Cleaning-Properly/#PumpImpellers
dishwasher,Not draining,Piston & Nut Assembly,"Some models of dishwashers utilize a check valve as part of the drain pump. Within the check valve, there is the piston and nut assembly. If your dishwasher is not draining water properly, the piston and nut assembly could be the source of the problem.

How to inspect a dishwasher piston & nut assembly:

- Disconnect your appliance from the power source.

- Locate your piston & nut assembly. It likely will be found on the bottom of the tub, beneath the sump cover.

- Inspect your piston & nut assembly to determine if it is functioning properly. The assembly should move up and down freely. When the piston is in the down position, it should form a tight seal. If it is not forming a complete seal, the dishwasher will not completely pump out the water.

- If you find any issues while performing the inspection, you will need a replacement piston & nut assembly.",https://www.partselect.com/Repair/Dishwasher/Not-Draining/#PistonAndNut
dishwasher,Not draining,Drain Pump & Motor,"All dishwashers will have a method to drain the water. Most models will have a single motor driven pump with two separate compartments, one for circulation and one for drain, each with its own impeller. Other types will have a separate drain pump, and some will utilize the main circulating pump in conjunction with a drain solenoid and diverter valve or flapper. On models that use a separate drain pump, you should check to see if there is any obstruction to the input and output of the pump and also verify that there is power getting to the pump motor during the drain portion of the cycle.

How to test a dishwasher pump with a multimeter:

- Before beginning, ensure that you have disconnected your appliance from the power source.

- Locate and remove your dishwasher pump. It likely will be found behind the lower access panel.

- Once you have removed it, using a multimeter on Rx1 mode, touch the pump’s terminals with the probes. You are testing for continuity and should receive a reading of zero or nearly zero. Next, you should test the ground connection by touching one of the probes to the bare metal housing while leaving one on a terminal. This test should not produce any reading.

- If the results of your tests are different from the above, you will need a replacement pump.",https://www.partselect.com/Repair/Dishwasher/Not-Draining/#DrainPumpAnd
dishwasher,Not draining,Check Valve Flapper,"Some dishwasher models will use a check valve in the drain outlet. The check valve is used to allow water to flow in one direction but will prevent the dirty water from re-entering the dishwasher. If you suspect that the drain hose has a restriction or if you find that wastewater is getting back into the dishwasher tub, then the check valve is most likely the problem.

How to inspect the check valve flapper in a dishwasher:

- To ensure your safety, unplug your dishwasher before beginning this inspection.

- Locate your check valve flapper in order to inspect it. In most models, it will be found on the outlet port of the drain pump or housing. You will need to remove the lower access panel in order to inspect it.

- Visually inspect the flapper for any signs of wear or damage. You should also check to see if there is any dirt or debris preventing the flapper from moving freely, remove anything you may find.

- If your valve is damaged, or if you find no objects preventing it from opening properly, you will need a replacement check valve flapper.",https://www.partselect.com/Repair/Dishwasher/Not-Draining/#CheckValve
dishwasher,Not draining,Belt,"Some older dishwashers may use a belt driven pump. If the belt has come off or is slipping, then the pump that drains the dishwasher won’t function properly.

How to inspect a dishwasher belt:

- Similar to other dishwasher inspections, disconnect your appliance from the power source before beginning.

- Your dishwasher belt will be found behind the lower access panel, attached to a pulley on the pump assembly and to another pulley on the motor assembly. Remove the belt in order to closely inspect it.

- Looking for any signs of burning, stretching, cracking, damage, or wear, inspect the belt.

- If you find any issues while inspecting it, you will need a replacement belt.",https://www.partselect.com/Repair/Dishwasher/Not-Draining/#Belt
dishwasher,Not draining,Timer,"Some dishwashers will use a mechanical timer to operate the cycles. The timer controls the main pump motor as well as the drain solenoid or separate drain pump motor if your model has that style. The timer is normally located in the control panel at the top of the dishwasher door. You will require a wiring diagram and schematic to identify the correct timer contacts that control the drain cycle. These can then be checked for continuity with a multi-meter and if defective then the timer will need to be replaced.

How to test a dishwasher timer with a multimeter:

- Unplug your dishwasher before beginning this test.

- Your timer will likely be found either in the control panel or behind the lower kickplate. Locate and remove your appliance’s timer in order to test it.

- If your model has multiple sets of contacts/wires, you will need to refer to your owner’s manual to determine which sets to test.

- Remove the timer from your appliance, set your multimeter to Rx1000, and touch the contacts/wires with the probes. In most models, a functional timer will produce a reading of 2000-3500 ohms of resistance, but this varies from model to model. Please refer to your owner's manual to determine what reading you should see.

- If the results of your test are different than the manufacturer’s guidelines, you will need a replacement timer.",https://www.partselect.com/Repair/Dishwasher/Not-Draining/#Timer
dishwasher,Not draining,Drain Hose,"A dishwasher will not drain properly if it has a restricted or clogged drain hose. Restrictions typically appear most often at the outlet from the pump or drain housing where a check valve may be located, at the input to the household drain system or anywhere that a kink may have formed in the drain hose. If food debris has caused a restriction, then you should check the condition of the food chopper as a possible source of the problem.

How to inspect a dishwasher drain hose:

- Verify that the water and power sources have been disconnected from your dishwasher before beginning this inspection.

- Remove the lower access panel of your appliance and locate the drain. It will be connected to a pump below the lower spray arm.

- Remove the hose in order to inspect the drain hose closely. You are looking for any visible signs of cracking, damage or wear. You should also attempt to run water through the hose to determine if there is a blockage inside.

- If any issues are found while doing the inspections above, you will need a replacement hose.",https://www.partselect.com/Repair/Dishwasher/Not-Draining/#DrainHose
dishwasher,Will not fill with water,Water Inlet Valve,"The water inlet valve is used to fill the dishwasher with the proper amount of hot water and is controlled by the timer or electronic control. The valve will be located behind the lower access panel and will have two wires attached to it, an outlet hose to the tub and a hot water inlet from the household supply. If your dishwasher does not fill, then you should first check the inlet supply to verify that you have enough water pressure.

How to inspect a dishwasher water inlet valve:

- Unplug your dishwasher and disconnect the water supply before starting.

- Locate your water inlet valve. It is commonly found on the lower left side of your dishwasher. You likely will need to remove the lower access panel to locate it. 

- Looking for any signs of damage, wear, or cracking, visually inspect the water inlet valve.

- If your valve shows signs of any of the symptoms described above, you will need a replacement water inlet valve.",https://www.partselect.com/Repair/Dishwasher/Will-Not-Fill-Water/#WaterInlet
dishwasher,Will not fill with water,Float,"A malfunctioning float could cause the dishwasher to not fill with water. The acts as a safety device that prevents the dishwasher from overfilling with water. The float rises with the water level in the dishwasher and when the proper level is reached, the float will trigger the float switch to turn off the water inlet valve.

How to check a dishwasher float assembly:

- Before beginning, verify that you have unplugged your appliance.

- Begin by opening your dishwasher door and removing the cover over the float assembly. Once you’ve done that, manually lift the float and let it drop multiple times, it should move freely, if it does not, remove the float to remove any foreign objects in the guide tube. You should also inspect the float for any visible wear or damage.

- Remove the lower access panel to determine if the float is mechanically engaging with the float switch.

- If you find any issues while performing this inspection, you will need a replacement float.",https://www.partselect.com/Repair/Dishwasher/Will-Not-Fill-Water/#Float
dishwasher,Will not fill with water,Float Switch,"When the float switch is triggered by the float, power to the water inlet valve is interrupted and it stops the flow of water into the dishwasher.

How to test a dishwasher float switch with a multimeter:

- Disconnect your dishwasher from the power source before beginning this inspection; you will be handling electrical components.

- Locate and remove the float switch. It will be found behind the lower access panel, sitting directly below the float assembly. Use caution when disconnecting the wires from the switch, do not pull directly on the wires.

- Once you have removed it, test the float switch by setting your multimeter to Rx1 and touching the probes to the switch’s terminals. This should produce a reading of zero or infinity. With the probes still touching the terminals, press in on the switch’s button, this should change the reading to the opposite extreme (from zero to infinity or infinity to zero).

- If your test results produce readings that differ from the above, you will need a replacement float switch.",https://www.partselect.com/Repair/Dishwasher/Will-Not-Fill-Water/#FloatSwitch
dishwasher,Will not fill with water,Door Switch,"The door switch is a simple on/off mechanism that prohibits the dishwasher from operating when the door is open. If the door switch or switches are malfunctioning the dishwasher will not fill with water.

How to test a dishwasher door switch with a multimeter:

- Before beginning, ensure that you unplug your appliance as you will be working with electrical components.

- The door switch is typically located behind the door panel at the top of the door. You will need to separate the inner door from the outer door in order to access the switch. Once you have located it, remove the door switch in order to test it for continuity.

- Using a multimeter set to Rx1, test for continuity by touching one probe to the COM terminal and the other probe to the N.O. Terminal. With the actuator NOT pushed in, your reading should be infinity. Next, keeping the probes on the terminals, press in on the actuator until you hear a click, this should change the reading to zero.

- If the results of your test do not match the results above, you will need a replacement door switch.",https://www.partselect.com/Repair/Dishwasher/Will-Not-Fill-Water/#DoorSwitch
dishwasher,Will not dispense detergent,Detergent & Rinse Aid Dispensers,"The detergent dispenser is designed to release detergent into the dishwasher tub during the wash cycles and will typically have two compartments, an unsealed compartment for prewash and a sealed compartment for the main wash cycle.

How to inspect a dishwasher dispenser:

- Disconnect your appliance from the power source.

- Locate your dispenser, you will not need to remove it to inspect it. It will most likely be found attached to the inside of the dishwasher door.

- Visually inspect the dispenser for any signs of cracking, discoloration, or damage. If you find any caked-on detergent or debris on the dispenser, thoroughly clean it with a wet cloth.

- If you find any of the above issues, you will need a replacement dispenser.",https://www.partselect.com/Repair/Dishwasher/Will-Not-Dispense-Detergent/#DetergentAndRinse
dishwasher,Will not dispense detergent,Rinse Aid Cap,"The rinse aid cap could be the reason why your dishwasher is not releasing rinse aid. The rinse aid cap could be loose and may just need to be refitted, but could also be warped or damaged from the heat of the water in the dishwasher.

How to inspect a dishwasher rinse aid cap:

- This is a very simple inspection; no tools or disassembly will be needed.

- The rinse aid dispensing cap is located on the inner door panel of your dishwasher. Remove the cap from the door in order to inspect it.

- Looking for any signs of melting, warping, cracking, or discoloration, visually inspect the rinse aid cap.

- If you find any issues while performing the inspection above, you will need a replacement rinse aid cap.",https://www.partselect.com/Repair/Dishwasher/Will-Not-Dispense-Detergent/#RinseAid
dishwasher,Will not dispense detergent,Door Spring & Hinge Pin,"If your dishwasher is not dispensing detergent, the spring and hinge pin on the dispenser door could be the problem. The dispenser door is spring loaded and is held in the closed position by a catch.

How to inspect the door spring & hinge pin in a dishwasher:

- No tools or disassembly will be required; this is a very simple inspection.

- The door spring & hinge pin will be found on the inside of the dishwasher door, on some models it may be covered by the detergent dispenser assembly. Remove any components covering it if applicable.

- Visually inspect the spring and pin to see if they are bent, broken, corroded, or otherwise damaged.

- If you find any issues with your spring and pin, you will need a replacement door spring & hinge pin.",https://www.partselect.com/Repair/Dishwasher/Will-Not-Dispense-Detergent/#DoorSpringAnd
dishwasher,Will not dispense detergent,Wax Motor,"The wax motor is used in newer model dishwashers to release the detergent dispenser door catch. If the wax motor is not working properly, then the dispenser door will not open to release the detergent. The wax motor acts as a solenoid when activated by the dishwasher’s timer or control, and the piston operates the mechanism that will release the catch for the dispenser door.

How to test a dishwasher wax motor with a multimeter:

- Disconnect your appliance from the power source before beginning.

- Depending on your model, you will need to remove the external door panel or the internal door panel in order to access the wax motor, which will be located near the detergent dispenser cup. Remove the wax motor in order to test it.

- Using a multimeter on the Rx1 setting, touch the probes to one terminal each to test it. If you receive a reading of infinity, the motor is defective.

- If your motor fails the test above, you will need a replacement wax motor.",https://www.partselect.com/Repair/Dishwasher/Will-Not-Dispense-Detergent/#WaxMotor
dishwasher,Will not dispense detergent,Bi-Metal Release,"Some older model dishwashers use a bi-metal release to operate the detergent dispenser door catch. The bi-metal release uses electric current to create a mechanical action to release the door catch.

How to test a dishwasher bi-metal release with a multimeter:

- Disconnect your appliance from the power source before beginning this or any other test.

- Locate the bi-metal release. Depending on your model, you will need to remove either the internal or the external door panel in order to access the bi-metal release. Before removing the release, with the panel removed you should check the alignment of the release. You can do this by closing the detergent cup and pushing in on the metal with a small screwdriver until the detergent cup opens. Often only a slight adjustment is needed to solve this issue.

- If this did not fix your issue, remove the release, set your multimeter to Rx1, and touch the probes to the release’s terminals. If your multimeter shows a reading of infinity, your release is defective.

- If your test results indicate your release is faulty, you will need a replacement bi-metal release.",https://www.partselect.com/Repair/Dishwasher/Will-Not-Dispense-Detergent/#Bi-MetalRelease
dishwasher,Will not dispense detergent,Timer,"Some models of dishwashers will use the timer to mechanically operate the detergent dispenser. At the proper time in the cycle, the timer will activate a lever that releases the detergent door catch. Check that the linkage between the timer and the door catch is working properly and if not replace it. Verify that the cam on the timer is working properly and replace the timer if defective.

How to test a dishwasher timer with a multimeter:

- Begin by disconnecting the power from your appliance.

- The timer will most likely be found in your unit’s control panel. You will need to remove all or part of your appliance’s cabinet to access it.

- Once you have located it, remove the timer from your dishwasher to test it. If your timer has multiple contacts, you will need to refer to your wiring diagram to identify which contacts you should be testing.

- With your multimeter set to Rx1000, touch each probe to one contact/wire. A normal reading for a dishwasher timer is 2000-3500 ohms of resistance, but this varies from model to model, refer to your owner’s manual to determine what reading you should receive.

- If your reading is outside the manufacturer’s recommendation, you will need a replacement timer.",https://www.partselect.com/Repair/Dishwasher/Will-Not-Dispense-Detergent/#Timer
dishwasher,Not drying dishes properly,Heating Element,"A malfunctioning heating element may be the cause for dishes not drying. To test the heating element, first, make sure that power to your dishwasher is turned off, and then check for continuity with a multi-meter.

How to test the heating element in a dishwasher with a multimeter:

- Unplug your dishwasher before attempting this test.

- Your heating element will be found inside the dishwasher, attached to the bottom of the tub. It may be covered or uncovered. If it is covered, remove the cover.

- In order to disconnect the heating element, you will need to remove the lower access panel. Remove the wires attached to the heating element’s terminals by carefully grasping the metal connector, do not pull on the wire itself.

- To test the element, set your multimeter to Rx1 and touch each probe to a terminal. Your reading should be somewhere between zero and infinity, refer to your owner’s manual to determine what reading you should receive for your model. If it is exactly zero or infinity it is defective.

- If your test produces a reading different from the manufacturer’s recommendation, you will need a replacement heating element.",https://www.partselect.com/Repair/Dishwasher/Not-Drying-Properly/#HeatingElement
dishwasher,Not drying dishes properly,High Limit Thermostat,"The high limit thermostat acts as a safety device that keeps the dishwasher from getting too hot. If the thermostat is malfunctioning, it could shut off the heat before your dishes are finished drying.

How to test a dishwasher high limit thermostat with a multimeter:

- Ensure that you unplug your appliance before beginning this inspection.

- Locate and remove the thermostat in order to test it for continuity. In most models, it can be found at the bottom of the dishwasher tub, behind the lower access panel.

- Set your multimeter to Rx1 mode and touch the terminals with the probes. When your thermostat is at room temperature, you should receive a reading of infinity. If you place the thermostat next to a warm lamp, you should receive a reading of zero.

- If your thermostat produces different results, you will need a replacement high limit thermostat.",https://www.partselect.com/Repair/Dishwasher/Not-Drying-Properly/#HighLimit
dishwasher,Not drying dishes properly,Rinse Aid Dispenser,"The rinse aid or the rinse aid dispensing cap could be the reason why your dishwasher is not fully drying your dishes. Without the rinse aid, the dishes will not shed water easily and will not dry properly.

How to inspect a dishwasher rinse aid dispenser:

- This inspection is very simple; you will not need to disassemble your appliance or have any tools to complete this inspection.

- Your rinse aid dispenser will be found on the inside of the door, remove the cap from the dispenser.

- After verifying that there is rinse aid in the chamber, inspect the cap and chamber for any signs of discoloration, warping, or any other damage.

- If you find any issues with your rinse aid dispenser while performing this inspection, you will need a replacement rinse aid dispenser.",https://www.partselect.com/Repair/Dishwasher/Not-Drying-Properly/#RinseAid
